asv	superkingdom	phylum	class	order	family	genus	species
01045affa3171ecf1f3c29bbe54a892a	Eukaryota	Basidiomycota	Tremellomycetes	Tremellales	Trimorphomycetaceae	Carlosrosaea	Carlosrosaea aechmeae
015b14811b5dce087d1b35fb6a82207c	Eukaryota	Basidiomycota	Microbotryomycetes	Sporidiobolales	Sporidiobolaceae	Rhodotorula	Rhodotorula babjevae
019d812aa553fbb3888e33358993a129	Eukaryota	Ascomycota	Sordariomycetes	Microascales	Microascaceae	Enterocarpus	Enterocarpus grenotii
028aba5cf99055a79a0040ed15c96c93	Eukaryota	Ascomycota	Sordariomycetes	Diaporthales	Diaporthaceae	Diaporthe	Diaporthe toxica
029249770ceacc1092d1d35936a6ffec	Eukaryota	Ascomycota	Orbiliomycetes	Orbiliales	Orbiliaceae	Orbilia	Orbilia xinjiangensis
02b2f50627247cbbd4e769db6b84f343	Eukaryota	Ascomycota	Eurotiomycetes	Sclerococcales	Dactylosporaceae	Sclerococcum	Sclerococcum tardum
02c0c9bf30eedac7d91812e4fc196b14	Eukaryota	Ascomycota	Dothideomycetes	NA	NA	Pseudoarthrographis	Pseudoarthrographis phlogis
02d84fe410b803fdd7c64eaf893f7bf5	Eukaryota	Streptophyta	Bryopsida	Bryales	Mniaceae	Plagiomnium	Plagiomnium medium
0322bc79ce739ea357dcf5501da6caf7	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	Penicillium subrubescens
032c90bf80a2342648dc0fd18e3c432a	Eukaryota	Ascomycota	Dothideomycetes	Botryosphaeriales	Botryosphaeriaceae	Macrophomina	Macrophomina pseudophaseolina
03415e47b71669317414f821ede36dce	Eukaryota	Ascomycota	Eurotiomycetes	Onygenales	Ajellomycetaceae	Emmonsiellopsis	Emmonsiellopsis tuberculata
03ec434864da6489e8ff5ed27c600d80	Eukaryota	Ascomycota	Dothideomycetes	Tubeufiales	Bezerromycetaceae	Bezerromyces	Bezerromyces gobabebensis
03f6ea5f2a015c9fc480ee862500efa8	Eukaryota	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Cladophialophora	Cladophialophora recurvata
0443c7354925e24d8506457e2a2a4433	Eukaryota	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae	Mycena	Mycena fulgoris
04a0e9835fd26f8b02de2ee98209e879	Eukaryota	Ascomycota	Sordariomycetes	Diaporthales	NA	Prosopidicola	Prosopidicola mexicana
04d060397cd0f6bab9e64c99b74872f1	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Thyridariaceae	Roussoella	Roussoella thailandica
04fa9d08dfe49ef8de1e2e6a012880ea	Eukaryota	Chytridiomycota	Chytridiomycetes	Rhizophydiales	NA	Operculomyces	Operculomyces laminatus
0503cddb2b3dbb910d3927bf7092fa01	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Neoophiobolus	Neoophiobolus chromolaenae
051725b7ab1330beed3e8a21f6c7ec04	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Lindgomycetaceae	Hongkongmyces	Hongkongmyces pedis
05753e7a559a2d31cd68449b5aa638cf	Eukaryota	Ascomycota	Sordariomycetes	Microascales	Microascaceae	Microascus	Microascus cinereus
05ca58e6c5e62379f75b6fd19dcc77d3	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Neostagonospora	Neostagonospora caricis
05cd0b65c3cc9c5d9ac03c186a7e13a4	Eukaryota	Mucoromycota	Glomeromycetes	Glomerales	Glomeraceae	Rhizophagus	Rhizophagus irregularis
063bd49e677b919e694e5f301b819271	Eukaryota	Basidiomycota	Agaricomycetes	Agaricales	Lycoperdaceae	Bovista	Bovista reunionis
066bbe8cf90b9e779032296796363a25	Eukaryota	Ascomycota	Dothideomycetes	NA	NA	Pseudoarthrographis	Pseudoarthrographis phlogis
067709c09293334d5d6eed4a8588dff1	Eukaryota	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Phlegmacium	Phlegmacium subfoetens
06b81d337bdcd44323859340fd3f897a	Eukaryota	Ascomycota	Dothideomycetes	Cladosporiales	Cladosporiaceae	Cladosporium	Cladosporium crousii
07a974c25b52310c36c557381a9847e0	Eukaryota	Basidiomycota	Tremellomycetes	Tremellales	Rhynchogastremataceae	Papiliotrema	Papiliotrema mangalensis
07aa726820aa214817744057daf20b66	Eukaryota	Mucoromycota	Umbelopsidomycetes	Umbelopsidales	Pygmaeomycetaceae	Pygmaeomyces	Pygmaeomyces thomasii
07ff256831a2665d44d6dd60173fc6bd	Eukaryota	Ascomycota	Dothideomycetes	Venturiales	Sympoventuriaceae	Sympoventuria	Sympoventuria capensis
08401253daafec8e7e777d50efd6bceb	Eukaryota	Ascomycota	Dothideomycetes	Mytilinidiales	Mytilinidiaceae	Pseudocamaropycnis	Pseudocamaropycnis pini
0860a9a3c7e99af51e06405bdd1c74cc	Eukaryota	Ascomycota	Orbiliomycetes	Orbiliales	Orbiliaceae	Orbilia	Orbilia subvitalbae
08f112efc85d84f2fc65fc5d32e38c44	Eukaryota	Blastocladiomycota	Blastocladiomycetes	Blastocladiales	Blastocladiaceae	Allomyces	Allomyces arbusculus
0950b63e19a3dbb371b70baf5fcc98f0	Eukaryota	Mucoromycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	Mortierella lapis
09623591834e529425b5fcecd4707af9	Eukaryota	Chytridiomycota	Chytridiomycetes	Rhizophydiales	Alphamycetaceae	Alphamyces	Alphamyces chaetifer
096460ec4df4872c2f2bee76a45f5fd1	Eukaryota	Ascomycota	Pezizomycetes	Pezizales	Pezizaceae	Terfezia	Terfezia cistophila
09b5726578b1a2d78c751a27f8d92254	Eukaryota	Zoopagomycota	Zoopagomycetes	Zoopagales	Piptocephalidaceae	Piptocephalis	Piptocephalis moniliformis
09dab2e4993bfdd65d72ba44d35ed7db	Eukaryota	Ascomycota	Leotiomycetes	Helotiales	NA	Chalara	Chalara hyalocuspica
0a04fe51d46d9ca50a2f95551251f93c	Eukaryota	Mucoromycota	Umbelopsidomycetes	Umbelopsidales	Umbelopsidaceae	Umbelopsis	Umbelopsis dimorpha
0a8667cd493ca300e1450a299e9a92df	Eukaryota	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Cladophialophora	Cladophialophora recurvata
0b0b5aa4b13cc3bcc39d8a88bc2bb883	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	Penicillium subrubescens
0c116b5de45d39c537eca16de613e672	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus fumisynnematus
0c31359295cb9c0304f82a2273433d04	Eukaryota	Ascomycota	Leotiomycetes	Helotiales	Hyaloscyphaceae	Hyaloscypha	Hyaloscypha bicolor
0c31a725c1dc7cae9808e52e0fc03ec1	Eukaryota	Basidiomycota	Agaricomycetes	Sebacinales	NA	Chaetospermum	Chaetospermum chaetosporum
0c984cb962339090a07629daefb9f6dd	Eukaryota	Mucoromycota	Glomeromycetes	Glomerales	Glomeraceae	Rhizophagus	Rhizophagus prolifer
0cbb52aa7bfad1b4835178721328ebb5	Eukaryota	Basidiomycota	Agaricomycetes	Auriculariales	NA	Psilochaete	Psilochaete multifora
0cbff70e7681f50fb825312a5a42ed2e	Eukaryota	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Coprinellus	Coprinellus ovatus
0d69cd60a971ee62282e1a5ebc52d189	Eukaryota	Ascomycota	Pezizomycetes	Pezizales	Sarcosomataceae	Plectania	Plectania zugazae
0f3014a571b19737f0a7f41d63d2fe22	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Didymocyrtis	Didymocyrtis banksiae
107a9ca3e84005adeaeb8ae5a6fb087b	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Occultibambusaceae	Neooccultibambusa	Neooccultibambusa thailandensis
10f9b26edd4fbe73386445b4902725ae	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Melanommataceae	Camposporium	Camposporium septatum
1126f5690c8008b002a8f8bdbf80f72e	Eukaryota	Mucoromycota	Umbelopsidomycetes	Umbelopsidales	Umbelopsidaceae	Umbelopsis	Umbelopsis autotrophica
115833a993075a43a39af6ee3a6f9d62	Eukaryota	Mucoromycota	Glomeromycetes	Glomerales	Glomeraceae	Rhizophagus	Rhizophagus prolifer
116f406a084d02d114c39cc610f69e85	Eukaryota	Basidiomycota	Cystobasidiomycetes	Cystobasidiales	NA	Occultifur	Occultifur externus
12c3ea83a60fea31f0142342bd1615c0	Eukaryota	Mucoromycota	Glomeromycetes	Glomerales	Glomeraceae	Rhizophagus	Rhizophagus prolifer
130e51fe6f615f428508454f24c1247c	Eukaryota	Ascomycota	Orbiliomycetes	Orbiliales	Orbiliaceae	Retiarius	Retiarius revayae
1315bd9acb5d42109095d19e2dee30fd	Eukaryota	Streptophyta	Lycopodiopsida	Selaginellales	Selaginellaceae	Selaginella	Selaginella imbricata
13256b1d59ffffdb09977482bc6c7319	Eukaryota	Olpidiomycota	Olpidiomycetes	Olpidiales	Olpidiaceae	Olpidium	Olpidium brassicae
13336e981032f14def643f6edbe8b5fe	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	Preussia	Preussia flanaganii
13973f61e93b85f773a5e91664ac3bd0	Eukaryota	Basidiomycota	Microbotryomycetes	Heterogastridiales	Heterogastridiaceae	Pycnopulvinus	Pycnopulvinus aurantiacus
13d96b2541fdac89895b2a3ac4d2c26d	Eukaryota	Ascomycota	Dothideomycetes	Dothideales	Saccotheciaceae	Aureobasidium	Aureobasidium pullulans
144fbfa8dc61153770e5864a2bbf5f0d	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Pseudopyrenochaetaceae	Pseudopyrenochaeta	Pseudopyrenochaeta terrestris
14737a747a69b14c8190f3a0e5857055	Eukaryota	Ascomycota	Orbiliomycetes	Orbiliales	Orbiliaceae	Dactylella	Dactylella tenuifusaria
1473cd70981ccf0c61a09cfc9eccaa83	Eukaryota	Ascomycota	Dothideomycetes	NA	NA	Soloacrosporiella	Soloacrosporiella acaciae
14a99dc08d9e794dbb094f7c4b84fa88	Eukaryota	Ascomycota	Eurotiomycetes	Chaetothyriales	Chaetothyriaceae	Nullicamyces	Nullicamyces eucalypti
153266fff009158040cc806be58e78bd	Eukaryota	Chytridiomycota	Chytridiomycetes	Rhizophydiales	NA	Operculomyces	Operculomyces laminatus
155e1d9bf846e58877bac0c0007fe3ba	Eukaryota	Basidiomycota	Cystobasidiomycetes	Cystobasidiales	NA	Occultifur	Occultifur externus
156d4518b44400d7d20eb2e901c4a8f6	Eukaryota	Chytridiomycota	Chytridiomycetes	Rhizophlyctidales	Borealophlyctidaceae	Borealophlyctis	Borealophlyctis paxensis
1604d37d03da15ebd6582434049da32e	Eukaryota	Mucoromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	Glomus macrocarpum
1647c94b6511591268869526e1549225	Eukaryota	Ascomycota	NA	NA	NA	Pseudopenidiella	Pseudopenidiella piceae
167e61af76c2d435e6110f3d15392ddc	Eukaryota	Basidiomycota	Microbotryomycetes	Sporidiobolales	Sporidiobolaceae	Rhodosporidiobolus	Rhodosporidiobolus nylandii
1791060269380969289fd4a7fb87272f	Eukaryota	Mucoromycota	Glomeromycetes	Archaeosporales	Archaeosporaceae	Archaeospora	Archaeospora ecuadoriana
17bc0c303221cfc5be3313a51218a802	Eukaryota	Basidiomycota	Agaricomycetes	Agaricales	Entolomataceae	Entoloma	Entoloma nubooccultatum
18b5fc332ddd6bdb62ef0316c7479c74	Eukaryota	Chytridiomycota	Chytridiomycetes	NA	Quaeritorhizaceae	Quaeritorhiza	Quaeritorhiza haematococci
1954d4daaed02595c470ce48a8701eee	Eukaryota	Basidiomycota	Microbotryomycetes	Sporidiobolales	Sporidiobolaceae	Rhodosporidiobolus	Rhodosporidiobolus fluvialis
199d8f12ab1129ef3086524cf0079850	Eukaryota	Ascomycota	Leotiomycetes	Helotiales	Rutstroemiaceae	Clarireedia	Clarireedia bennettii
19eb00d1e73c1c43372d65e8cdb1d127	Eukaryota	Mucoromycota	Glomeromycetes	Glomerales	Glomeraceae	Rhizophagus	Rhizophagus irregularis
1a0fff4679f58aee29e9127b89781115	Eukaryota	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Cladophialophora	Cladophialophora nyingchiensis
1a73d0a221721e65327d14905fce814c	Eukaryota	Chytridiomycota	Chytridiomycetes	Rhizophydiales	Alphamycetaceae	Alphamyces	Alphamyces chaetifer
1a758c2e547b407ad2b3db5202367fe0	Eukaryota	Ascomycota	Dothideomycetes	Cladosporiales	Cladosporiaceae	Rachicladosporium	Rachicladosporium eucalypti
1ab06a780ca06eca7df927d92a7f1a56	Eukaryota	Chytridiomycota	Chytridiomycetes	Rhizophydiales	Alphamycetaceae	Alphamyces	Alphamyces chaetifer
1ac5cf2a315c4c7342663c6658212d70	Eukaryota	Ascomycota	Leotiomycetes	Chaetomellales	Chaetomellaceae	Chaetomella	Chaetomella zambiensis
1af6e684141e03f632ee2de9919f4527	Eukaryota	Ascomycota	Geoglossomycetes	Geoglossales	Geoglossaceae	Geoglossum	Geoglossum dunense
1afdf7fcfa442af39304a6a544796615	Eukaryota	Basidiomycota	Microbotryomycetes	Sporidiobolales	Sporidiobolaceae	Rhodosporidiobolus	Rhodosporidiobolus nylandii
1b4b3eb4c742dd35de32cb62cf702f3a	Eukaryota	Mucoromycota	Glomeromycetes	Archaeosporales	Archaeosporaceae	Archaeospora	Archaeospora ecuadoriana
1b4eb0364b453c5344aed5d75ed879c1	Eukaryota	Ascomycota	Dothideomycetes	Tubeufiales	Tubeufiaceae	Zaanenomyces	Zaanenomyces moderatricis-academiae
1b7a960eb066109b344a291c6bbc3da2	Eukaryota	Ascomycota	Sordariomycetes	Coniochaetales	Coniochaetaceae	Coniochaeta	Coniochaeta cateniformis
1ba099cb23b110086a61545283f8c913	Eukaryota	Chytridiomycota	Chytridiomycetes	Spizellomycetales	Spizellomycetaceae	Spizellomyces	Spizellomyces acuminatus
1bda055d178a44c270c1e3f1b66b12db	Eukaryota	Basidiomycota	Agaricomycetes	Auriculariales	Exidiaceae	Adustochaete	Adustochaete interrupta
1c7467f720c07e7ea203a3eb7fc2b4e5	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria	Alternaria arborescens
1c77f6951849c1157cd088b813f59874	Eukaryota	Ascomycota	Dothideomycetes	NA	NA	Leptospora	Leptospora macarangae
1ca856ec9a91176dfb0d654b67533d8f	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Melanommataceae	Camposporium	Camposporium septatum
1d51e1939ac2692235db42cfd9a3b7e4	Eukaryota	Basidiomycota	Cystobasidiomycetes	Erythrobasidiales	NA	Hasegawazyma	Hasegawazyma lactosa
1d6719e98e45e1bfaaa6356e2b57d10a	Eukaryota	Ascomycota	Orbiliomycetes	Orbiliales	Orbiliaceae	Orbilia	Orbilia liliputiana
1d903a08b3994ecfc786d3624ffa805a	Eukaryota	Mucoromycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	Mortierella globalpina
1e0f505789d89defc883837db99a42df	Eukaryota	Ascomycota	Dothideomycetes	NA	Gloniaceae	Pseudocenococcum	Pseudocenococcum floridanum
1e1a1beff1aba870102b7743d9d5ba0d	Eukaryota	Basidiomycota	Agaricomycetes	Agaricales	Entolomataceae	Entoloma	Entoloma pruinosum
1ef9f2b30fa6a90ee3314250324c96eb	Eukaryota	Ascomycota	Lecanoromycetes	Ostropales	Odontotremataceae	Parakarstenia	Parakarstenia phyllostachydis
1f481535a0f6bc49781efc82f0e0e216	Eukaryota	Basidiomycota	Microbotryomycetes	Sporidiobolales	Sporidiobolaceae	Rhodosporidiobolus	Rhodosporidiobolus nylandii
1fe8efb23e1e6e0ab54ba796b9e678a7	Eukaryota	Basidiomycota	Agaricomycetes	Agaricales	Stephanosporaceae	Stephanospora	Stephanospora kanuka
1ff4ca51dd3598e197a9800149a7f2e5	Eukaryota	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Otidea	Otidea stipitata
1ff5df7bec9e2a3c9999a4e65f8dcc76	Eukaryota	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Exophiala	Exophiala bonariae
20152bd91d3a3c2fed2e97c43e7d1949	Eukaryota	Ascomycota	Arthoniomycetes	Lichenostigmatales	Phaeococcomycetaceae	Antarctolichenia	Antarctolichenia onofrii
20305932670d9f543565cf08820e5022	Eukaryota	Chytridiomycota	Chytridiomycetes	Rhizophydiales	Alphamycetaceae	Alphamyces	Alphamyces chaetifer
206e264d6a4ca9e1466b89462f548bf5	Eukaryota	Basidiomycota	Agaricostilbomycetes	Agaricostilbales	Chionosphaeraceae	Kurtzmanomyces	Kurtzmanomyces tardus
207ad4640f59792abd931ca83d0dbc76	Eukaryota	Ascomycota	Orbiliomycetes	Orbiliales	Orbiliaceae	Orbilia	Orbilia xinjiangensis
20a13b3cb1ec076180672eecc2b7d0d2	Eukaryota	Basidiomycota	Tremellomycetes	Tremellales	Tremellaceae	Tremella	Tremella griseola
20b8d7f5b7e04e00365d1fda4ab36314	Eukaryota	NA	Glaucocystophyceae	Glaucocystales	Glaucocystaceae	Glaucocystis	Glaucocystis nostochinearum
20f0143352928df5584bfb3af8275807	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Latoruaceae	Polyschema	Polyschema sclerotigenum
217410db84874d6592017b0ceb1b8838	Eukaryota	Mucoromycota	Glomeromycetes	Glomerales	Glomeraceae	Funneliformis	Funneliformis mosseae
21ad7bfc8b86bd7c9d9be5da2f911866	Eukaryota	Basidiomycota	Agaricomycetes	Agaricales	Lycoperdaceae	Calvatia	Calvatia brasiliensis
21bebb989baa6774074d1cc42a240a4e	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Ascochyta	Ascochyta pisi
22ac420b78b598d03cd0071e94eb79a2	Eukaryota	Basidiomycota	Microbotryomycetes	Sporidiobolales	Sporidiobolaceae	Rhodosporidiobolus	Rhodosporidiobolus poonsookiae
22ad4f45a727c405c069ca1fa59dca09	Eukaryota	Chytridiomycota	Monoblepharidomycetes	Monoblepharidales	NA	Hyaloraphidium	Hyaloraphidium curvatum
2307606ce8e53eb2f8757c4c7f8712a8	Eukaryota	Mucoromycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Entomortierella	Entomortierella sugadairana
23966b0bec294e8a3799c05ef48def6c	Eukaryota	Mucoromycota	Mucoromycetes	Mucorales	Lichtheimiaceae	Dichotomocladium	Dichotomocladium hesseltinei
23cacc32333c2e97135e3d8e28ca5a25	Eukaryota	Mucoromycota	Umbelopsidomycetes	Umbelopsidales	Umbelopsidaceae	Umbelopsis	Umbelopsis dimorpha
23d2f81f251524866621eb97c39a68a2	Eukaryota	Ascomycota	Dothideomycetes	NA	NA	Soloacrosporiella	Soloacrosporiella acaciae
2456517240ab4ec483bf669267301bbe	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	Preussia	Preussia flanaganii
248cac4c39dcf23a6be6dbf4dca00159	Eukaryota	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae	Ceratobasidium	Ceratobasidium ramicola
2612030805db68d3f446e101f35e4b1f	Eukaryota	Olpidiomycota	Olpidiomycetes	Olpidiales	Olpidiaceae	Olpidium	Olpidium brassicae
26bce610cd944bff595c1d98ba4197cb	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Boeremia	Boeremia noackiana
26c5a510e6d1331cbcdf231e93952f9c	Eukaryota	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Phialophora	Phialophora macrospora
26f379a48dd1d6896e3da89a31f91b1b	Eukaryota	Mucoromycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Linnemannia	Linnemannia amoeboidea
2738c36f507c2c15383b3f661d0cb32a	Eukaryota	Mucoromycota	Glomeromycetes	Glomerales	Glomeraceae	Rhizophagus	Rhizophagus prolifer
274127de7b5a1e2b41e622cbec62d8ff	Eukaryota	Ascomycota	Dothideomycetes	NA	Zopfiaceae	Zopfia	Zopfia rosatii
2797d83086de320a2c05292c72c16571	Eukaryota	Basidiomycota	Microbotryomycetes	NA	Chrysozymaceae	Chrysozyma	Chrysozyma flava
28139455e0b4fe459f9cdf92338129c3	Eukaryota	Ascomycota	Lecanoromycetes	Trapeliales	Trapeliaceae	Placopsis	Placopsis perrugosa
286e86eaa6578b4d8b7c6ae13bc79b95	Eukaryota	Mucoromycota	Umbelopsidomycetes	Umbelopsidales	Umbelopsidaceae	Umbelopsis	Umbelopsis autotrophica
28c0d12e14a0c8bf1dc435b3a9d56536	Eukaryota	Basidiomycota	Exobasidiomycetes	Golubeviales	Golubeviaceae	Golubevia	Golubevia pallescens
28c36963f90b3232867534048b2f6686	Eukaryota	Basidiomycota	Agaricomycetes	Agaricales	Hygrophoraceae	Hygrophorus	Hygrophorus adiaphorus
28f2c6f0624c685c15ec1014c3b3fd13	Eukaryota	Basidiomycota	Agaricomycetes	Agaricales	Strophariaceae	Galerina	Galerina venenata
29b2310387f4d7f672d3ddad64cb7ec1	Eukaryota	Ascomycota	Pezizomycetes	Pezizales	Tuberaceae	Tuber	Tuber zambonelliae
2a081b4893551587e14fbc37efd35bb1	Eukaryota	Ascomycota	Leotiomycetes	Helotiales	Rutstroemiaceae	Neometulocladosporiella	Neometulocladosporiella eucalypti
2a09d60235e6d5ce32879e5c03697a67	Eukaryota	Streptophyta	Magnoliopsida	Apiales	Apiaceae	Daucus	Daucus pusillus
2aebfb366f2f09cef9d4074515720663	Eukaryota	Ascomycota	Sordariomycetes	Coronophorales	Ceratostomataceae	Dactylidispora	Dactylidispora singaporensis
2bc0c63f066f2e02ab50f9a45cd00509	Eukaryota	Mucoromycota	Glomeromycetes	Diversisporales	Acaulosporaceae	Acaulospora	Acaulospora cavernata
2bfd250faec22ba9a05332e681f12ef6	Eukaryota	Ascomycota	Dothideomycetes	Dothideales	Dothioraceae	Dothiora	Dothiora viticola
2c6b5a7da089268824b9b027b805a406	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Talaromyces	Talaromyces amestolkiae
2d5c75ea8afa3cec8aacabb6c1156fd2	Eukaryota	Ascomycota	Eurotiomycetes	Chaetothyriales	NA	Neophaeococcomyces	Neophaeococcomyces aloes
2dcf0f3f196174fdb095d061323b6ede	Eukaryota	Ascomycota	Pezizomycetes	Pezizales	NA	Coprotus	Coprotus epithecioides
2e05386f3739815eb54367981c971859	Eukaryota	Mucoromycota	Glomeromycetes	Glomerales	Glomeraceae	Rhizophagus	Rhizophagus prolifer
2e2d82131b0c3862e8f870f9e6257390	Eukaryota	Mucoromycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	Mortierella turficola
2ea980b552922a1f308c7055cd96708e	Eukaryota	Chytridiomycota	Chytridiomycetes	Rhizophydiales	Alphamycetaceae	Alphamyces	Alphamyces chaetifer
2ebcea6675f350c617f8abde5f72688b	Eukaryota	Cnidaria	Hydrozoa	Anthoathecata	Pandeidae	Neoturris	Neoturris breviconis
