asv	superkingdom	phylum	class	order	family	genus	species
2f1300346d76d281a1e08849610c6838	Eukaryota	Ascomycota	Dothideomycetes	NA	NA	Pseudoarthrographis	Pseudoarthrographis phlogis
2f726f987399f808276228e17179f63e	Eukaryota	Chytridiomycota	Chytridiomycetes	Spizellomycetales	Spizellomycetaceae	Spizellomyces	Spizellomyces acuminatus
2fa47c0fb6f1c792d3668f4ef066ee32	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Leptosphaeriaceae	Leptosphaeria	Leptosphaeria doliolum
2fec5329f5420789e9fe9fa05a0d6d66	Eukaryota	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Sorocybe	Sorocybe oblongispora
308e58ba71809279a68eec5dc1d7a193	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	NA	Parastenospora	Parastenospora pini
30e63edc6146c61c215109b626d5b854	Eukaryota	Chytridiomycota	Chytridiomycetes	Rhizophydiales	Terramycetaceae	Boothiomyces	Boothiomyces macroporosus
3198fcdaebf3221a688a0079105c312a	Eukaryota	Basidiomycota	Tremellomycetes	Filobasidiales	Filobasidiaceae	Heterocephalacria	Heterocephalacria gelida
319b9c574075b37d521e73a201ef0818	Eukaryota	Ascomycota	Dothideomycetes	Botryosphaeriales	Melanopsaceae	Melanops	Melanops tulasnei
3224cec32409b442dc120da4b9b4dbb9	Eukaryota	Ascomycota	Leotiomycetes	Phacidiales	NA	Collophorina	Collophorina rubra
333c76c39df47097b84c95d943322c88	Eukaryota	Zoopagomycota	Harpellomycetes	Harpellales	Legeriomycetaceae	Zancudomyces	Zancudomyces culisetae
339de6a21103ac63d47a2ca091175c46	Eukaryota	Ascomycota	Dothideomycetes	Phaeotrichales	Phaeotrichaceae	Phaeotrichum	Phaeotrichum benjaminii
33ceb9a3b2d0c0ebe4c064ede58ad5d7	Eukaryota	Basidiomycota	Tremellomycetes	Tremellales	Bulleraceae	Genolevuria	Genolevuria armeniaca
3416dbdc1bfd92ee8e0ca660bf597819	Eukaryota	Ascomycota	NA	NA	NA	Pseudopenidiella	Pseudopenidiella piceae
3429b9e50458864ab886dd9337a9e461	Eukaryota	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Otidea	Otidea papillata
34776d76ac37f2a4bc4d8bfd763ff6a3	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Didymella	Didymella cari
34ee360bb4f6d36b4b63782a7c5b164e	Eukaryota	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Sorocybe	Sorocybe oblongispora
361d4ffc9769267997dd53facdbd08f6	Eukaryota	Chytridiomycota	Chytridiomycetes	Rhizophlyctidales	Arizonaphlyctidaceae	Arizonaphlyctis	Arizonaphlyctis lemmonensis
363117787fe14344b2b0c853da079c4c	Eukaryota	Chytridiomycota	Chytridiomycetes	Rhizophydiales	Alphamycetaceae	Alphamyces	Alphamyces chaetifer
3641f11952d00e34cdc9539719eaaa28	Eukaryota	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Humaria	Humaria cazaresii
365d3ce6656c120823162b4ae2414f7f	Eukaryota	Chytridiomycota	Chytridiomycetes	Spizellomycetales	Spizellomycetaceae	Spizellomyces	Spizellomyces acuminatus
36dab8d063771db8cedbf681f9a1be33	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Pyrenophora	Pyrenophora nisikadoi
372a74cb936999ac8d008b65e480cec1	Eukaryota	Ascomycota	Orbiliomycetes	Orbiliales	Orbiliaceae	Dactylellina	Dactylellina appendiculata
37507a57f4fe0d901f01655714f95f2b	Eukaryota	Ascomycota	Leotiomycetes	Phacidiales	NA	Collophorina	Collophorina rubra
37bb271f6cf8cce95a6dccb0ed368947	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Neostagonospora	Neostagonospora sorghi
37c0e4b57b03cf74e2d71180e4a01366	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Pleospora	Pleospora iqbalii
3804eae29ede646b7b79ea6eabcb648b	Eukaryota	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Cladophialophora	Cladophialophora nyingchiensis
3956a56ffc27f31e93b6a973eb6c5dd2	Eukaryota	Basidiomycota	Agaricomycetes	Agaricales	Entolomataceae	Clitopilus	Clitopilus baronii
395ac9ba9a55b29157d4f2d32d53fedd	Eukaryota	Ascomycota	Orbiliomycetes	Orbiliales	Orbiliaceae	Hyalorbilia	Hyalorbilia oviparasitica
39a5cdd0508f00940d047b2a8a200f6c	Eukaryota	Ascomycota	Dothideomycetes	Microthyriales	Microthyriaceae	Nothoanungitopsis	Nothoanungitopsis urophyllae
3a96e0bdb50efe8a820adf5d9e0cc772	Eukaryota	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae	Ceratobasidium	Ceratobasidium ramicola
3b614230559efd747102babfd8029ff7	Eukaryota	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Cladophialophora	Cladophialophora nyingchiensis
3b69af2ce62a5ff41218bdea3d969c8b	Eukaryota	Zoopagomycota	Harpellomycetes	Harpellales	Legeriomycetaceae	Zancudomyces	Zancudomyces culisetae
3bbf550fb99d3d9c8dd6bb87f16d41cd	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	NA	Eriomyces	Eriomyces heveae
3bf018648dbf54f374dbe8b1303627bc	Eukaryota	Basidiomycota	Agaricomycetes	Agaricales	Entolomataceae	Entoloma	Entoloma vindobonense
3c1113d7311ff6eb4df62b83bde99885	Eukaryota	Basidiomycota	Agaricomycetes	Agaricales	Hygrophoraceae	Hygrophorus	Hygrophorus annulatus
3c2c43931c9c3f89c35eb36c16ae2489	Eukaryota	Ascomycota	NA	NA	NA	Pseudopenidiella	Pseudopenidiella piceae
3caf657afc11ecc0a157c33514b88b61	Eukaryota	Basidiomycota	Agaricomycetes	Agaricales	Clavariaceae	Clavaria	Clavaria pisana
3d17983c414da1b8dd6c5f5218548269	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Pseudopyrenochaetaceae	Pseudopyrenochaeta	Pseudopyrenochaeta terrestris
3d80e29e89714a3ebd1b307335fc5c16	Eukaryota	Ascomycota	Orbiliomycetes	Orbiliales	Orbiliaceae	Hyalorbilia	Hyalorbilia leguminacea
3d84a6dd0c4714b480a3957345e78e53	Eukaryota	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Cladophialophora	Cladophialophora tengchongensis
3d9e5979e8887fbe0c72de9a686b2818	Eukaryota	Basidiomycota	Agaricostilbomycetes	Agaricostilbales	Chionosphaeraceae	Kurtzmanomyces	Kurtzmanomyces tardus
3da9d71ae7ec552135c83084011d3e9b	Eukaryota	Olpidiomycota	Olpidiomycetes	Olpidiales	Olpidiaceae	Olpidium	Olpidium brassicae
3db1936be065dbd4688c20d481e3cbc4	Eukaryota	Mucoromycota	Glomeromycetes	Glomerales	Glomeraceae	Rhizophagus	Rhizophagus irregularis
3dc13037e5b451c3d19f6344d3ee36b3	Eukaryota	Basidiomycota	Tremellomycetes	Tremellales	Bulleraceae	Genolevuria	Genolevuria armeniaca
3e47577ba65c9b711774d4b12d14d277	Eukaryota	Mucoromycota	Umbelopsidomycetes	Umbelopsidales	Umbelopsidaceae	Umbelopsis	Umbelopsis dimorpha
3e7f771b000fddff822857b745c549c7	Eukaryota	Mucoromycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Necromortierella	Necromortierella dichotoma
3ed79ed8bc8409551b2f740fbec30b1c	Eukaryota	Ascomycota	Eurotiomycetes	Chaetothyriales	Chaetothyriaceae	Nullicamyces	Nullicamyces eucalypti
3eeca4019ca63232c5370f74f33e8c4a	Eukaryota	Ascomycota	Dothideomycetes	Phaeotrichales	Phaeotrichaceae	Phaeotrichum	Phaeotrichum benjaminii
3ef64ed7f3bbe598eaeff27844f93798	Eukaryota	Ascomycota	Dothideomycetes	Dothideales	Dothioraceae	Dothiora	Dothiora viticola
3f8d59e989a00898bf599ae02ef8d3e4	Eukaryota	Ascomycota	Dothideomycetes	Tubeufiales	Tubeufiaceae	Zaanenomyces	Zaanenomyces moderatricis-academiae
3fa6b8d6286f9fad2022a4bbf4c1b29b	Eukaryota	Ascomycota	Geoglossomycetes	Geoglossales	Geoglossaceae	Geoglossum	Geoglossum geesterani
3fcf1703d66207bbba2ea463dc2977c3	Eukaryota	Ascomycota	Geoglossomycetes	Geoglossales	Geoglossaceae	Glutinoglossum	Glutinoglossum heptaseptatum
3fd471b18f46a41cbee264c6e41daea9	Eukaryota	Ascomycota	Sordariomycetes	Myrmecridiales	Myrmecridiaceae	Neomyrmecridium	Neomyrmecridium guizhouense
4001cfad21c1427fa5207ae549606643	Eukaryota	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	Tomentella	Tomentella lammiensis
406676cac7f384c6c6706797b650a73a	Eukaryota	Basidiomycota	Agaricomycetes	Polyporales	Postiaceae	Postia	Postia crassicontexta
40dd933b8a584ff6430619221e5199a7	Eukaryota	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Psathyrella	Psathyrella merdicola
41984217cb70039bb68ec1654c59ac4e	Eukaryota	Mucoromycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Entomortierella	Entomortierella sugadairana
41ba84ba4a710d0285d02f950b975d90	Eukaryota	Basidiomycota	Tremellomycetes	Trichosporonales	Tetragoniomycetaceae	Cryptotrichosporon	Cryptotrichosporon brontae
4216dc83083a3c6179e3215d9112dc8f	Eukaryota	Ascomycota	Leotiomycetes	Rhytismatales	Rhytismataceae	Hypoderma	Hypoderma cordylines
42bdb6d10ad7f2ec96b2410d63a345f6	Eukaryota	Ascomycota	Dothideomycetes	Mytilinidiales	Mytilinidiaceae	Pseudocamaropycnis	Pseudocamaropycnis pini
432064d654623363b42a54ade452e170	Eukaryota	Ascomycota	Lecanoromycetes	Lecideales	Lecideaceae	Lecidea	Lecidea polypycnidophora
43ee5387f31d93918f0eaffbc39ac4ef	Eukaryota	Ascomycota	Eurotiomycetes	Coryneliales	Coryneliaceae	Hypsotheca	Hypsotheca eucalyptorum
447573fb74596ed1a2a0f9974dfff286	Eukaryota	Ascomycota	Geoglossomycetes	Geoglossales	Geoglossaceae	Glutinoglossum	Glutinoglossum heptaseptatum
4488e46a94b3d7281576c02cfe91dc56	Eukaryota	Chytridiomycota	Chytridiomycetes	Rhizophlyctidales	Arizonaphlyctidaceae	Arizonaphlyctis	Arizonaphlyctis lemmonensis
448925ea6107510bc93b8df57691d631	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Epicoccum	Epicoccum italicum
44a6bd72bdd5550303c080027a168213	Eukaryota	Ascomycota	Dothideomycetes	NA	NA	Soloacrosporiella	Soloacrosporiella acaciae
44b14b6a6099ad30ba62af58260c128f	Eukaryota	Ascomycota	Sordariomycetes	Coniochaetales	Coniochaetaceae	Coniochaeta	Coniochaeta cateniformis
44b29d47d8491b524eed9341520dfd08	Eukaryota	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	Tomentella	Tomentella pulvinulata
44e004dd766c738fd6ffe92a841bd7c5	Eukaryota	Basidiomycota	Agaricomycetes	Boletales	Sclerodermataceae	Scleroderma	Scleroderma dunensis
453c6af0bd3853c0a2e89fffb63cf07f	Eukaryota	Ascomycota	Leotiomycetes	Phacidiales	NA	Collophorina	Collophorina rubra
4581c3bc8b7cabc506576e7714d2de43	Eukaryota	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Sorocybe	Sorocybe oblongispora
45bbd9844affdcb83dd69bfd818b0898	Eukaryota	Basidiomycota	Agaricomycetes	Sebacinales	NA	Chaetospermum	Chaetospermum chaetosporum
464e65d5188dea90dcc75991deb97cf0	Eukaryota	Basidiomycota	Microbotryomycetes	Sporidiobolales	Sporidiobolaceae	Rhodosporidiobolus	Rhodosporidiobolus ruineniae
46657253bed2aca16cf028aa3dca5dd2	Eukaryota	Ascomycota	Dothideomycetes	Mycosphaerellales	Teratosphaeriaceae	Constantinomyces	Constantinomyces patonensis
4674312995540b9d0160a976996e25b0	Eukaryota	Chytridiomycota	Monoblepharidomycetes	Monoblepharidales	NA	Hyaloraphidium	Hyaloraphidium curvatum
46cfea8c3be88c212a0ac47bcd15355c	Eukaryota	Ascomycota	Dothideomycetes	Myriangiales	NA	Endosporium	Endosporium populi-tremuloides
46dd05a858134d25066c9e2070b8de6f	Eukaryota	Mucoromycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	Mortierella rishikesha
470fe61404b02503cb428dfd5a7e4161	Eukaryota	Ascomycota	Eurotiomycetes	Onygenales	Arthrodermataceae	Nannizzia	Nannizzia aenigmatica
4727713431df3fad1a96e01b296a4cb7	Eukaryota	Chytridiomycota	Chytridiomycetes	Rhizophydiales	NA	Coralloidiomyces	Coralloidiomyces digitatus
477374a65bff1db369fd8da70a5080d3	Eukaryota	Ascomycota	Laboulbeniomycetes	Pyxidiophorales	Pyxidiophoraceae	Pleurocatena	Pleurocatena brevior
4776254c4fb75fc5592d99f18d1563ed	Eukaryota	Ascomycota	Leotiomycetes	Helotiales	Rutstroemiaceae	Clarireedia	Clarireedia paspali
479bebaa0277f9980a4543fd2f5c3f49	Eukaryota	Ascomycota	Orbiliomycetes	Orbiliales	Orbiliaceae	Orbilia	Orbilia epipora
47ab758e5e223865ae5d0d6779207389	Eukaryota	Ascomycota	Dothideomycetes	NA	NA	Pseudoarthrographis	Pseudoarthrographis phlogis
49104ce49972081866e7189c90297b52	Eukaryota	Chytridiomycota	Chytridiomycetes	Rhizophydiales	Kappamycetaceae	Kappamyces	Kappamyces laurelensis
499ee15433aa93c500d3fc94d7b2a0cb	Eukaryota	Basidiomycota	Agaricomycetes	Agaricales	Hygrophoraceae	Hygrophorus	Hygrophorus annulatus
49a41d65dbdacb548c70773687f6040f	Eukaryota	NA	Eustigmatophyceae	NA	NA	NA	Eustigmatophyceae sp. UTEX2631
4a5c9ae6950ccbc7e52dac8d62771792	Eukaryota	Mucoromycota	Glomeromycetes	Glomerales	Glomeraceae	Rhizophagus	Rhizophagus prolifer
4a8f8c025dd9d3bf800b59e763ddb6cb	Eukaryota	Chytridiomycota	Chytridiomycetes	Rhizophlyctidales	Borealophlyctidaceae	Borealophlyctis	Borealophlyctis paxensis
4b0467ba6b59a9744edb8f9aaa153a84	Eukaryota	Ascomycota	Lecanoromycetes	Teloschistales	Teloschistaceae	Dufourea	Dufourea angustata
4b315bdef7991831018818cfe851e46e	Eukaryota	Mucoromycota	Glomeromycetes	Glomerales	Glomeraceae	Rhizophagus	Rhizophagus prolifer
4b950364ad93de829600b91daf2a1734	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Melanommataceae	Camposporium	Camposporium septatum
4bab9e01f171c785d2f1cf4cf89f3f40	Eukaryota	Chytridiomycota	Chytridiomycetes	Spizellomycetales	Spizellomycetaceae	Spizellomyces	Spizellomyces acuminatus
4bb6fd11221985b3efb351571d9c2a1f	Eukaryota	Ascomycota	Leotiomycetes	Helotiales	Helotiaceae	Glarea	Glarea lozoyensis
4bc05e023a40003312e94b9000bf6009	Eukaryota	Basidiomycota	Microbotryomycetes	Sporidiobolales	Sporidiobolaceae	Rhodosporidiobolus	Rhodosporidiobolus poonsookiae
4c43917353a4643181bd26a833843df0	Eukaryota	Mucoromycota	Glomeromycetes	Diversisporales	Acaulosporaceae	Acaulospora	Acaulospora cavernata
4c86704c404420450f3cd51562b760f7	Eukaryota	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Sorocybe	Sorocybe oblongispora
4cce609153b320eee5d8c7a3b6dc07f8	Eukaryota	Basidiomycota	Geminibasidiomycetes	Geminibasidiales	Geminibasidiaceae	Geminibasidium	Geminibasidium donsium
4d26f5ee1970a51eea13d365fe3be3ef	Eukaryota	Basidiomycota	Exobasidiomycetes	Tilletiales	Tilletiaceae	Tilletia	Tilletia puccinelliae
4d584299ac584a75d678e062c737d2ae	Eukaryota	NA	Aphelidea	NA	NA	Amoeboaphelidium	Amoeboaphelidium occidentale
4d5ff2c00b61dd94f68d715fc5657957	Eukaryota	Chytridiomycota	Chytridiomycetes	Spizellomycetales	Spizellomycetaceae	Spizellomyces	Spizellomyces acuminatus
4d73deb92dc24c59723a87884946e57c	Eukaryota	Ascomycota	Eurotiomycetes	Chaetothyriales	NA	Neophaeococcomyces	Neophaeococcomyces aloes
4defc41f77e93c1434c5926ffb73ce40	Eukaryota	Ascomycota	Orbiliomycetes	Orbiliales	Orbiliaceae	Arthrobotrys	Arthrobotrys reticulatus
4e0e0382ee175c15b9f259414c04051c	Eukaryota	Ascomycota	Orbiliomycetes	Orbiliales	Orbiliaceae	Orbilia	Orbilia subvitalbae
4e10fb1074b8760e504d650f7a4ef8ee	Eukaryota	Mucoromycota	Glomeromycetes	Glomerales	Glomeraceae	Rhizophagus	Rhizophagus prolifer
4e8ee558ceceaac4bdb33241eeb1b722	Eukaryota	Mucoromycota	Glomeromycetes	Glomerales	Glomeraceae	Rhizophagus	Rhizophagus prolifer
4ead6db8ebd124fc2be34e6f17a89425	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Pseudopyrenochaetaceae	Pseudopyrenochaeta	Pseudopyrenochaeta terrestris
4f1568a83fb540d70e801cce1b40ca03	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Pyrenophora	Pyrenophora novozelandica
5026cbe5ca9a8cf531163540914e1055	Eukaryota	Ascomycota	Dothideomycetes	Venturiales	Sympoventuriaceae	Scolecobasidium	Scolecobasidium podocarpi
5039e3f86011e542e1d4879851d7454f	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Neoascochyta	Neoascochyta triticicola
508d87ec9815953cb19baa5d06481de7	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	Preussia	Preussia procaviae
5100817742975d3dd3ebe3f9aad6ec09	Eukaryota	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Exophiala	Exophiala bonariae
51088f964639748ea047141fc85e4e9b	Eukaryota	Mucoromycota	Umbelopsidomycetes	Umbelopsidales	Umbelopsidaceae	Umbelopsis	Umbelopsis dimorpha
511be400731973e8428a37c633116926	Eukaryota	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Sorocybe	Sorocybe oblongispora
51a3429b1cb1a12e975d92a3e9263d5d	Eukaryota	Mucoromycota	Glomeromycetes	Paraglomerales	Paraglomeraceae	Paraglomus	Paraglomus occultum
51a9f291bb0ee1cdb3f967a6de657611	Eukaryota	Ascomycota	Dothideomycetes	Mycosphaerellales	Mycosphaerellaceae	Cercospora	Cercospora coniogrammes
52acc77ebd6b8b876e41e1db1a2ed8b1	Eukaryota	Basidiomycota	Agaricomycetes	Boletales	Boletaceae	Strobilomyces	Strobilomyces microreticulatus
52b216430490e634552976d5bacf333e	Eukaryota	Zoopagomycota	Zoopagomycetes	Zoopagales	Piptocephalidaceae	Piptocephalis	Piptocephalis moniliformis
53abf45703ea3b4fa939932cda035da7	Eukaryota	Basidiomycota	Cystobasidiomycetes	NA	NA	Buckleyzyma	Buckleyzyma kluyveri-nielii
54828eb40ccd9184998d6b6344e55b0c	Eukaryota	Ascomycota	Sordariomycetes	Diaporthales	Schizoparmaceae	Coniella	Coniella fragariae
54cb522957a54eb9972e99a7ac8216c5	Eukaryota	Chytridiomycota	Chytridiomycetes	Rhizophlyctidales	Borealophlyctidaceae	Borealophlyctis	Borealophlyctis paxensis
54fff99810a1069236838f4cbfd1eeb5	Eukaryota	Chytridiomycota	Chytridiomycetes	Rhizophydiales	Halomycetaceae	Paludomyces	Paludomyces mangrovei
55c6dc17d732634a9e8b668d350933bf	Eukaryota	Basidiomycota	Cystobasidiomycetes	Cystobasidiales	Cystobasidiaceae	Cystobasidium	Cystobasidium raffinophilum
567b06449df31427426ae9d81cfa8710	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	Penicillium canescens
5a361303cccc59ffe2444f6b226262bc	Eukaryota	Basidiomycota	Agaricostilbomycetes	Agaricostilbales	Kondoaceae	Kondoa	Kondoa cylindrica
5a3f17b35de9165afc0c83baa2e447b2	Eukaryota	Mucoromycota	Glomeromycetes	Diversisporales	Acaulosporaceae	Acaulospora	Acaulospora laevis
5a65ba3ea9c852633fb953b8dc6f498e	Eukaryota	Streptophyta	Magnoliopsida	Apiales	Apiaceae	Daucus	Daucus pusillus
5a675fa23192ef04cc2aee013b5f8d0f	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Trichoderma	Trichoderma cerinum
5a92953a8ef61829d245f89125bec86d	Eukaryota	Basidiomycota	Tremellomycetes	Tremellales	Cryptococcaceae	Teunia	Teunia helanensis
5ab80c6e7c53c88acfc0d2afd9b45333	Eukaryota	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Sorocybe	Sorocybe oblongispora
5ae4caf54aa0d26a2285d578fa41ce62	Eukaryota	Mucoromycota	Glomeromycetes	Diversisporales	Acaulosporaceae	Acaulospora	Acaulospora entreriana
5b2d8b36a0f4d4e91fcdbb43cd690441	Eukaryota	Ascomycota	Dothideomycetes	NA	Podonectriaceae	Podonectria	Podonectria kuwanaspidis
5b7d266f2384900f6038b40804459d64	Eukaryota	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Exophiala	Exophiala bonariae
5c19fb2e1bfadf5e4ec238e87ed5a3e9	Eukaryota	Mucoromycota	Glomeromycetes	Glomerales	Glomeraceae	Rhizophagus	Rhizophagus prolifer
5c70a0264867f234e4d8abe8bb45ed3a	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	NA	Antealophiotrema	Antealophiotrema brunneosporum
5cdd5bfbeb01e23b43771e4cfecfad25	Eukaryota	Basidiomycota	Agaricomycetes	Agaricales	Inocybaceae	Mallocybe	Mallocybe isabellina
5ce25394fcd6f7e81f621fb5f0d46c00	Eukaryota	Ascomycota	Leotiomycetes	Helotiales	Hyaloscyphaceae	Hyaloscypha	Hyaloscypha variabilis
5db51313d0c1dcf34c14d53ba91362b0	Eukaryota	Ascomycota	Sordariomycetes	Coniochaetales	Coniochaetaceae	Coniochaeta	Coniochaeta cateniformis
5de4fc7dc247945918aa2a7be8c27919	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	NA	Eriomyces	Eriomyces heveae
5e74ee208f8d585c043dd4b6189d12b7	Eukaryota	Ascomycota	Eurotiomycetes	Onygenales	Gymnoascaceae	Gymnoascus	Gymnoascus dugwayensis
5fee0dce4d631616bdaceb4ce84acc2e	Eukaryota	Mucoromycota	Glomeromycetes	Glomerales	Glomeraceae	Rhizophagus	Rhizophagus irregularis
605979d41176119aedd0f0ede917cc4f	Eukaryota	Basidiomycota	Microbotryomycetes	Sporidiobolales	Sporidiobolaceae	Rhodosporidiobolus	Rhodosporidiobolus fluvialis
60a1a53960293cc0e4b08a42648d0361	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Anteagloniaceae	Anteaglonium	Anteaglonium gordoniae
6119e409f23c44a82400a646164c08c8	Eukaryota	Basidiomycota	Agaricomycetes	Sebacinales	NA	Chaetospermum	Chaetospermum chaetosporum
613c001c3d8f3fbfff0500b4bd8b97a5	Eukaryota	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Parasola	Parasola megasperma
