asv	superkingdom	phylum	class	order	family	genus	species
62154740a0102d6ab6e6763870852248	Eukaryota	Mucoromycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Modicella	Modicella albostipitata
62c1a058aedc6777469f4173e0fdb5b3	Eukaryota	Mucoromycota	Mucoromycetes	Mucorales	Mucoraceae	Mucor	Mucor atramentarius
6424644bd33b834a71f4a409ee489f79	Eukaryota	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	Tomentella	Tomentella lammiensis
64a0662f2782dd36aa78f424b9b81c57	Eukaryota	Mucoromycota	Umbelopsidomycetes	Umbelopsidales	Umbelopsidaceae	Umbelopsis	Umbelopsis dimorpha
64e830768c6b2a024687f59362a97f73	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	Preussia	Preussia flanaganii
655d53ecec86044cb77adbd068f5e304	Eukaryota	Ascomycota	Dothideomycetes	Microthyriales	NA	Neoscolecobasidium	Neoscolecobasidium agapanthi
6582cf55ead68c25b9b03a62872af656	Eukaryota	Zoopagomycota	Harpellomycetes	Harpellales	Legeriomycetaceae	Zancudomyces	Zancudomyces culisetae
6597bea252c0cbf5c09227b3612ee6c1	Eukaryota	Ascomycota	Eurotiomycetes	Sclerococcales	Dactylosporaceae	Sclerococcum	Sclerococcum tardum
6641e63f5c9e7da5b86103a334af1267	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Nothophoma	Nothophoma macrospora
6659e3cb90addd95b4fd181ed82b794b	Eukaryota	Ascomycota	Orbiliomycetes	Orbiliales	Orbiliaceae	Dactylellina	Dactylellina appendiculata
6676d8b9d80fdd30d798073da7f10568	Eukaryota	Basidiomycota	Agaricomycetes	Amylocorticiales	Amylocorticiaceae	Podoserpula	Podoserpula pusio
66aafa3945cadf7014dab08e4b9c26be	Eukaryota	Ascomycota	Dothideomycetes	NA	Gloniaceae	Pseudocenococcum	Pseudocenococcum floridanum
66c57444b8bcd518aafc561cb3579346	Eukaryota	Mucoromycota	Glomeromycetes	Glomerales	Glomeraceae	Rhizophagus	Rhizophagus irregularis
671875cf18c3b343c6eeb99a1d479817	Eukaryota	Chytridiomycota	Chytridiomycetes	Spizellomycetales	Spizellomycetaceae	Spizellomyces	Spizellomyces acuminatus
67361f72751c4075f24fed420ae3297f	Eukaryota	Ascomycota	Dothideomycetes	Dothideales	Saccotheciaceae	Aureobasidium	Aureobasidium subglaciale
68673755c033acdd60cbe0837b8a4e99	Eukaryota	Ascomycota	Dothideomycetes	Mycosphaerellales	Teratosphaeriaceae	Constantinomyces	Constantinomyces nebulosus
68899553f29c14b81d6ec1e3957f593b	Eukaryota	Streptophyta	Bryopsida	Grimmiales	Seligeriaceae	Seligeria	Seligeria acutifolia
689a1f44dccf17b0a76021af0092eeae	Eukaryota	Mucoromycota	Umbelopsidomycetes	Umbelopsidales	Pygmaeomycetaceae	Pygmaeomyces	Pygmaeomyces thomasii
6996be5a7a99298651ad9d01e2f7f06a	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	Preussia	Preussia procaviae
699a12009b01534774680f1de4303f73	Eukaryota	Chytridiomycota	Chytridiomycetes	Rhizophlyctidales	Borealophlyctidaceae	Borealophlyctis	Borealophlyctis paxensis
6a5e7ef9010e11da78b9b087ea7d2249	Eukaryota	Zoopagomycota	Zoopagomycetes	Zoopagales	Piptocephalidaceae	Piptocephalis	Piptocephalis moniliformis
6af79acd8efc40307210992a8ba865e1	Eukaryota	Ascomycota	Dothideomycetes	Microthyriales	NA	Pseudosoloacrosporiella	Pseudosoloacrosporiella cryptomeriae
6b0b4a68c2fed81ee63f322056e03cfd	Eukaryota	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Sorocybe	Sorocybe oblongispora
6b7456646b2bdcbb936b823f1ca0dd26	Eukaryota	Mucoromycota	Glomeromycetes	Glomerales	Glomeraceae	Rhizophagus	Rhizophagus irregularis
6d1f04ffa901f9490ad643f8c3db2d07	Eukaryota	Ascomycota	Leotiomycetes	Helotiales	NA	Microglossum	Microglossum viride
6d6e1931a0a02ea1315f3d2418319507	Eukaryota	Zoopagomycota	Zoopagomycetes	Zoopagales	Piptocephalidaceae	Piptocephalis	Piptocephalis moniliformis
6d8edbee0c43a201e0568a161babeb93	Eukaryota	Mucoromycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Entomortierella	Entomortierella sugadairana
6ddb2962e2281905438c633bc439d552	Eukaryota	Chytridiomycota	Chytridiomycetes	Spizellomycetales	Spizellomycetaceae	Spizellomyces	Spizellomyces acuminatus
6ea9f78051ddf09d9cbcc0b4743cb2a3	Eukaryota	Ascomycota	Sordariomycetes	Xylariales	Xylariaceae	Ascotricha	Ascotricha lusitanica
6f8e67800ee145a04d217a7abdacfa95	Eukaryota	Mucoromycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Entomortierella	Entomortierella sugadairana
6fc08a55bd628573fcb474c6f0048e06	Eukaryota	Basidiomycota	Tremellomycetes	Holtermanniales	NA	Holtermanniella	Holtermanniella wattica
7024cc466596eab5ec5b50e838a2938c	Eukaryota	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Cladophialophora	Cladophialophora nyingchiensis
70a8176ec19056bb2b5eae82ea7c2e69	Eukaryota	Ascomycota	Sordariomycetes	Sordariales	Schizotheciaceae	Echria	Echria gigantospora
70bb14a3dce827f76201b312e456470c	Eukaryota	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Sorocybe	Sorocybe oblongispora
7101ba83e8404c628b93daa5c4e34783	Eukaryota	Basidiomycota	Agaricomycetes	Agaricales	Entolomataceae	Entoloma	Entoloma vindobonense
710b5807442458a3634dfc33d3dc11ba	Eukaryota	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Otidea	Otidea kunmingensis
725bebfb0be27b48854b46a560353808	Eukaryota	Zoopagomycota	Harpellomycetes	Harpellales	Legeriomycetaceae	Zancudomyces	Zancudomyces culisetae
7261b14be5a2785d01cf3381c45d411c	Eukaryota	Zoopagomycota	Basidiobolomycetes	Basidiobolales	Basidiobolaceae	Basidiobolus	Basidiobolus magnus
72824cd4e0c1d8a25f0a34c3784548c3	Eukaryota	Basidiomycota	Agaricomycetes	Amylocorticiales	Amylocorticiaceae	Podoserpula	Podoserpula pusio
72e6f1c7e4f738a351fc64c15bd068ea	Eukaryota	Ascomycota	Dothideomycetes	NA	Zopfiaceae	Zopfia	Zopfia rosatii
7314bc2aeeabcaaf701c5607f71b1d8a	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Melanommataceae	Camposporium	Camposporium septatum
731bf24f84f2753c51a9042aa68640fe	Eukaryota	Basidiomycota	Tremellomycetes	Filobasidiales	Filobasidiaceae	Naganishia	Naganishia adeliensis
736e8399ae45bd006717abf986679879	Eukaryota	Ascomycota	NA	NA	NA	Pseudopenidiella	Pseudopenidiella piceae
73f150ba27d284961c392055b660b5ea	Eukaryota	Ascomycota	Orbiliomycetes	Orbiliales	Orbiliaceae	Retiarius	Retiarius revayae
73fd737c8f8d1e301e7378087b987a60	Eukaryota	Mucoromycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	Mortierella rishikesha
740b219d0a0363a5ba41b883d84c1105	Eukaryota	Ascomycota	Leotiomycetes	Chaetomellales	Chaetomellaceae	Pilidium	Pilidium acerinum
741d8ed6e92529cccd34b182d3787150	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Lophiostomataceae	Neovaginatispora	Neovaginatispora clematidis
743a919c445fa593ffa54fad56bc31c0	Eukaryota	Ascomycota	Eurotiomycetes	Verrucariales	Verrucariaceae	Verrucaria	Verrucaria rosula
74cb2a550848cc8096f26add7d8a3673	Eukaryota	Chytridiomycota	Chytridiomycetes	Rhizophlyctidales	Sonoraphlyctidaceae	Sonoraphlyctis	Sonoraphlyctis ranzonii
74ef7b7ee2b52232aee2bc7271857fe0	Eukaryota	Chytridiomycota	Chytridiomycetes	Rhizophlyctidales	Sonoraphlyctidaceae	Sonoraphlyctis	Sonoraphlyctis ranzonii
75a31b03cedf0453ae8e2dd23b3cc034	Eukaryota	Chytridiomycota	Chytridiomycetes	Rhizophydiales	Alphamycetaceae	Alphamyces	Alphamyces chaetifer
75c1a1614c70407118cd447b247f6758	Eukaryota	Ascomycota	Dothideomycetes	Mytilinidiales	Mytilinidiaceae	Pseudocamaropycnis	Pseudocamaropycnis pini
7610770bebe92c70bcf06436dfab492e	Eukaryota	Zoopagomycota	Basidiobolomycetes	Basidiobolales	Basidiobolaceae	Basidiobolus	Basidiobolus magnus
761a1a46cdb0710f6af0e55b2e9df0d2	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Thelonectria	Thelonectria nodosa
764f00d8bfd5e8b96306e3a0a28fefda	Eukaryota	Ascomycota	Dothideomycetes	NA	NA	Morenoina	Morenoina calamicola
765cb6b225aab79f240d4e602f507f4a	Eukaryota	Basidiomycota	Agaricomycetes	Agaricales	Lycoperdaceae	Bovista	Bovista reunionis
775a41348d91f9213ee2be9101d43118	Eukaryota	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Neosorocybe	Neosorocybe pini
7798c5cb726fa5a685601451ef0dcb69	Eukaryota	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	Tomentella	Tomentella tenuissima
77b7ad456ec9d0973a0a557dce34f798	Eukaryota	Chytridiomycota	Monoblepharidomycetes	Monoblepharidales	NA	Hyaloraphidium	Hyaloraphidium curvatum
77f6a5ea384fe8812933ac47ec3fefd6	Eukaryota	Basidiomycota	Agaricomycetes	Agaricales	Entolomataceae	Entoloma	Entoloma vindobonense
784c709b99e747fa67ca0f0840c407de	Eukaryota	Basidiomycota	Tremellomycetes	Tremellales	Bulleraceae	Genolevuria	Genolevuria armeniaca
78ff7f736bc68102f007ea17d052978b	Eukaryota	Basidiomycota	Microbotryomycetes	Sporidiobolales	Sporidiobolaceae	Rhodosporidiobolus	Rhodosporidiobolus poonsookiae
79e14aebbb46ef0db218e9a388c2fb14	Eukaryota	Ascomycota	Leotiomycetes	Helotiales	Helotiaceae	Glarea	Glarea lozoyensis
7a522ff82cb0396d60c8d734c4b15559	Eukaryota	Ascomycota	Dothideomycetes	Valsariales	Valsariaceae	Myrmaecium	Myrmaecium rubrum
7afa9d18292274ef558ab9c3e1539ff5	Eukaryota	Basidiomycota	Tremellomycetes	Tremellales	Trimorphomycetaceae	Saitozyma	Saitozyma podzolica
7b4f004951d615f8848d7e88d7bedaa3	Eukaryota	Ascomycota	Dothideomycetes	Botryosphaeriales	Botryosphaeriaceae	Barriopsis	Barriopsis iraniana
7b8be15601023572173d7b848cba23a0	Eukaryota	Ascomycota	Dothideomycetes	Tubeufiales	Tubeufiaceae	Camporesiomyces	Camporesiomyces vaccinii
7bdb7e014e50b60eedfc5c3ace4c4d11	Eukaryota	Mucoromycota	Endogonomycetes	Endogonales	Endogonaceae	Jimgerdemannia	Jimgerdemannia lactiflua
7d29232b8e88b5f79933fd2678e311ae	Eukaryota	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Sorocybe	Sorocybe oblongispora
7d36ddaef969abfe26ab048c45928682	Eukaryota	Basidiomycota	Agaricostilbomycetes	Agaricostilbales	Jianyuniaceae	Jianyunia	Jianyunia sakaguchii
7d710094f65125cfb7e03fbe5d8c91a7	Eukaryota	Ascomycota	Dothideomycetes	Capnodiales	Capnodiaceae	Kosmimatamyces	Kosmimatamyces alatophylus
7e11ce6b94104ba8bd14b27d67ea459d	Eukaryota	Basidiomycota	Tremellomycetes	Filobasidiales	Piskurozymaceae	Solicoccozyma	Solicoccozyma terrea
7ea2a06d80e65dc02c4172c0b3c594c9	Eukaryota	Ascomycota	Dothideomycetes	Tubeufiales	Tubeufiaceae	Zaanenomyces	Zaanenomyces moderatricis-academiae
7f3f1f1c1e1f53ba512e3e4f8e31c35e	Eukaryota	Ascomycota	Leotiomycetes	Helotiales	NA	Chalara	Chalara hyalocuspica
800d0865ad16186118ed1192dc379609	Eukaryota	Mucoromycota	Umbelopsidomycetes	Umbelopsidales	Umbelopsidaceae	Umbelopsis	Umbelopsis autotrophica
80542f8314d1198e41740a448b1034c2	Eukaryota	Mucoromycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Lobosporangium	Lobosporangium transversale
80962570138e0b4c998e92711d070fce	Eukaryota	Ascomycota	Leotiomycetes	Chaetomellales	Chaetomellaceae	Chaetomella	Chaetomella zambiensis
80bba5b8257d27d5321802cca3daaa64	Eukaryota	Mucoromycota	Glomeromycetes	Diversisporales	Diversisporaceae	Diversispora	Diversispora aurantia
810fa3cf05316e7fa19ee179990af068	Eukaryota	Mucoromycota	Glomeromycetes	Glomerales	Glomeraceae	Rhizophagus	Rhizophagus prolifer
81501c7904e75380d4bd4a9642ac0b73	Eukaryota	Ascomycota	Leotiomycetes	Helotiales	NA	Humicolopsis	Humicolopsis cephalosporioides
8167e04b63cc97a7879e7286e470acb1	Eukaryota	Ascomycota	Leotiomycetes	Helotiales	Rutstroemiaceae	Clarireedia	Clarireedia paspali
8220198a25f5f95cd7b4c58d7ee475d7	Eukaryota	Basidiomycota	Agaricomycetes	Agaricales	Entolomataceae	Entoloma	Entoloma vindobonense
82cfa58276bf215a425866b1eb0c487c	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	NA	Cryptocoryneum	Cryptocoryneum akitaense
835ed446eafada6f3262296c79b6509f	Eukaryota	Ascomycota	Orbiliomycetes	Orbiliales	Orbiliaceae	Orbilia	Orbilia liliputiana
8369f093b9957c5e950270c02593e1fd	Eukaryota	Basidiomycota	Microbotryomycetes	Sporidiobolales	Sporidiobolaceae	Rhodosporidiobolus	Rhodosporidiobolus ruineniae
836d088f1c13533dd1a9df0b93a0e4b3	Eukaryota	Ascomycota	Sordariomycetes	Glomerellales	Plectosphaerellaceae	Plectosphaerella	Plectosphaerella sinensis
83c455157bb759e57feb3c7538dbf30a	Eukaryota	Ascomycota	Dothideomycetes	Tubeufiales	Tubeufiaceae	Zaanenomyces	Zaanenomyces moderatricis-academiae
83db2895a73c196d1a21fffdd55a9cd3	Eukaryota	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	Tomentella	Tomentella lammiensis
840af938530ca3f2bb25a33e70590666	Eukaryota	Basidiomycota	Agaricomycetes	Trechisporales	Hydnodontaceae	Trechispora	Trechispora hondurensis
848f1daa5f25261a00c1d6ff99627a63	Eukaryota	Ascomycota	Leotiomycetes	Helotiales	NA	Chalara	Chalara hyalocuspica
84b29a966cb6868e497ca246a353d72e	Eukaryota	Zoopagomycota	Basidiobolomycetes	Basidiobolales	Basidiobolaceae	Basidiobolus	Basidiobolus magnus
84deb4ce2bf7672292435a712799a560	Eukaryota	Cnidaria	Hydrozoa	Anthoathecata	Pandeidae	Neoturris	Neoturris breviconis
854db313ff08a617a2ed27ec4cb9c210	Eukaryota	Chytridiomycota	Chytridiomycetes	Lobulomycetales	Lobulomycetaceae	Lobulomyces	Lobulomyces poculatus
85aefa20ca2939e3e2c284ef7d11dc05	Eukaryota	Mucoromycota	Umbelopsidomycetes	Umbelopsidales	Umbelopsidaceae	Umbelopsis	Umbelopsis autotrophica
85d838e22e9a0aa24daa1846ae699ee9	Eukaryota	Mucoromycota	Glomeromycetes	Glomerales	Glomeraceae	Rhizophagus	Rhizophagus irregularis
86d2f2aadf3ba379ff080b4679084317	Eukaryota	Ascomycota	Sordariomycetes	Xylariales	Coniocessiaceae	Coniocessia	Coniocessia maxima
86e29d5f0c77a4b39dc0b1d3401b192d	Eukaryota	Basidiomycota	Microbotryomycetes	Sporidiobolales	Sporidiobolaceae	Rhodosporidiobolus	Rhodosporidiobolus ruineniae
86fe09e23e279e0475964874a98e3e7e	Eukaryota	Ascomycota	Sordariomycetes	Coronophorales	Ceratostomataceae	Dactylidispora	Dactylidispora singaporensis
8708bd16adda7b1676cdfe3ed8ef2c12	Eukaryota	Ascomycota	Orbiliomycetes	Orbiliales	Orbiliaceae	Orbilia	Orbilia epipora
87b563aa8435a2da59ea8602023666ca	Eukaryota	Basidiomycota	Agaricomycetes	Russulales	Russulaceae	Russula	Russula westii
8860102889a4b91ede8e87bd4e71ab2f	Eukaryota	Mucoromycota	Mucoromycetes	Mucorales	Cunninghamellaceae	Absidia	Absidia californica
892652628f9836207baf0538bb7ff4ed	Eukaryota	Ascomycota	Dothideomycetes	NA	NA	Pseudoarthrographis	Pseudoarthrographis phlogis
8933ca7e24337ce795f326aaa4bcd6cb	Eukaryota	Basidiomycota	Agaricomycetes	Agaricales	Entolomataceae	Clitopilus	Clitopilus baronii
8999f06fde928ebd3042da9df3aca9a9	Eukaryota	Chytridiomycota	Monoblepharidomycetes	Monoblepharidales	NA	Hyaloraphidium	Hyaloraphidium curvatum
89e8f43cf7e84ed0ebe0a1e756d8e7ee	Eukaryota	Ascomycota	Sordariomycetes	NA	Atractosporaceae	Atractospora	Atractospora thailandensis
8a0c7e944599ae9d5495cc734de5973c	Eukaryota	Ascomycota	Leotiomycetes	Helotiales	Rutstroemiaceae	Clarireedia	Clarireedia paspali
8a16138e36bb7bfb1d40b07454e53619	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Clavicipitaceae	Keithomyces	Keithomyces carneus
8a17f1e98091ade10f35bcb25973c929	Eukaryota	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	Sarcodon	Sarcodon lidongensis
8a7bb869d744cf6138ccbbaa172018e9	Eukaryota	Ascomycota	Dothideomycetes	Mycosphaerellales	Teratosphaeriaceae	Meristemomyces	Meristemomyces arctostaphylos
8abe1a7d7c67d71b25a1ff3bedc22c95	Eukaryota	Ascomycota	Dothideomycetes	Venturiales	Sympoventuriaceae	Scolecobasidium	Scolecobasidium pandanicola
8ac4c97809cce7d63e7724dbc66b6625	Eukaryota	Ascomycota	Orbiliomycetes	Orbiliales	Orbiliaceae	Orbilia	Orbilia microsoma
8b2e3e62f8a0bf26a3a203a08ff73529	Eukaryota	Ascomycota	Dothideomycetes	Mycosphaerellales	Extremaceae	Extremus	Extremus adstrictus
8b653dadd2050d222cc3d63c960b1a08	Eukaryota	Mucoromycota	Glomeromycetes	Diversisporales	Acaulosporaceae	Acaulospora	Acaulospora laevis
8b839d397b825ea87658256027b60bd1	Eukaryota	Mucoromycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	Mortierella rostafinskii
8b9304a169e93944594c922b1eb25be5	Eukaryota	Chytridiomycota	Chytridiomycetes	Spizellomycetales	Spizellomycetaceae	Triparticalcar	Triparticalcar equi
8bbcc1cb1501b1637817678c53879796	Eukaryota	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Exophiala	Exophiala bonariae
8c49f09e6edbdec74e1586e98a678f1a	Eukaryota	Zoopagomycota	Basidiobolomycetes	Basidiobolales	Basidiobolaceae	Basidiobolus	Basidiobolus magnus
8c5ae84cf550ec9b904b7ae644551120	Eukaryota	Basidiomycota	Microbotryomycetes	Sporidiobolales	Sporidiobolaceae	Rhodosporidiobolus	Rhodosporidiobolus ruineniae
8c6ceb7ce6f71e29fd61422151dcbadb	Eukaryota	Zoopagomycota	Harpellomycetes	Harpellales	Legeriomycetaceae	Zancudomyces	Zancudomyces culisetae
8cfda78929878609c5b55c023a6d1d10	Eukaryota	Ascomycota	Orbiliomycetes	Orbiliales	Orbiliaceae	Orbilia	Orbilia xinjiangensis
8d907bd5c341a55b3deabef44477dd32	Eukaryota	Chytridiomycota	Chytridiomycetes	Spizellomycetales	Spizellomycetaceae	Spizellomyces	Spizellomyces acuminatus
8d94b5e70e626c05de08e2e60a7b01d1	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Lophiostomataceae	Neovaginatispora	Neovaginatispora clematidis
8db22a463152904efddf1f93aab38b5a	Eukaryota	Chytridiomycota	Chytridiomycetes	NA	Quaeritorhizaceae	Quaeritorhiza	Quaeritorhiza haematococci
8dc0c8c5bc472822992ed3d6d1486073	Eukaryota	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Neosorocybe	Neosorocybe pini
8e2fd31be6c9e5d27055b45e46268a6e	Eukaryota	Ascomycota	Dothideomycetes	Venturiales	Venturiaceae	Tyrannosorus	Tyrannosorus hystrioides
8e5bca6c7bb4f3203084da5b55547157	Eukaryota	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Neosorocybe	Neosorocybe pini
8e60f592a485182490b585132d16f4a8	Eukaryota	Ascomycota	Dothideomycetes	Monoblastiales	Monoblastiaceae	Neoheleiosa	Neoheleiosa lincangensis
8e773f6ed337206767b387d844ed2043	Eukaryota	Chytridiomycota	Chytridiomycetes	Spizellomycetales	Spizellomycetaceae	Spizellomyces	Spizellomyces acuminatus
8ea932d24067a972f91b939a77e42c3c	Eukaryota	Basidiomycota	Tremellomycetes	Filobasidiales	Filobasidiaceae	Naganishia	Naganishia albidosimilis
8eec2a17778b6fe03f2f056c00192f64	Eukaryota	Basidiomycota	Tremellomycetes	Filobasidiales	Filobasidiaceae	Naganishia	Naganishia albidosimilis
8f28e80c260b9959fa8176316c5ec1ae	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria	Alternaria dennisii
8f77bb01adfa433c863543f5004c9647	Eukaryota	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Exophiala	Exophiala nigra
8f979dc9e5bc1bf16f6b6851f29934fa	Eukaryota	Basidiomycota	Agaricomycetes	Agaricales	Crepidotaceae	Crepidotus	Crepidotus rufofloccosus
9002c4d6829d7cb8591338d10f9594d4	Eukaryota	Chytridiomycota	Chytridiomycetes	Rhizophlyctidales	Arizonaphlyctidaceae	Arizonaphlyctis	Arizonaphlyctis lemmonensis
9014d1b7b1e6a32656193c74384ef175	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium foetens
9016e3cb939880c1637e56fafd3a7527	Eukaryota	Mucoromycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Entomortierella	Entomortierella sugadairana
901f4a5d3a05632ff29c9cfa03dbd994	Eukaryota	Basidiomycota	Agaricomycetes	Agaricales	Hymenogastraceae	Hebeloma	Hebeloma limbatum
902415862d334eb53d6b928ed7af3792	Eukaryota	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Cladophialophora	Cladophialophora cabanerensis
9042287e6be4dff5dedbe0f80d1d2b85	Eukaryota	Ascomycota	Orbiliomycetes	Orbiliales	Orbiliaceae	Orbilia	Orbilia xinjiangensis
904f6578bcd374909ea3444596e0cc52	Eukaryota	Chytridiomycota	Chytridiomycetes	Spizellomycetales	Spizellomycetaceae	Spizellomyces	Spizellomyces acuminatus
90c1712aaf041dfa968c404bd494d027	Eukaryota	Ascomycota	Dothideomycetes	NA	Gloniaceae	Pseudocenococcum	Pseudocenococcum floridanum
91706e7e3464746ce2d99652b5c5e2c9	Eukaryota	Ascomycota	Lecanoromycetes	Trapeliales	Trapeliaceae	Trapeliopsis	Trapeliopsis flexuosa
92509ae5788e28a15e62250ad7a0c6ba	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Neocamarosporium	Neocamarosporium lamiacearum
