asv	superkingdom	phylum	class	order	family	genus	species
cd5e9aa90fdd4d287c554a29bf4641c7	Eukaryota	Ascomycota	Orbiliomycetes	Orbiliales	Orbiliaceae	Hyalorbilia	Hyalorbilia oviparasitica
cd6b3e3dbc6fd32ab0b04be04b5484a2	Eukaryota	Basidiomycota	Agaricostilbomycetes	Agaricostilbales	Ruineniaceae	Ruinenia	Ruinenia diospyri
cdcfeea3d0079de163fcc4438f809d11	Eukaryota	Basidiomycota	Microbotryomycetes	Sporidiobolales	Sporidiobolaceae	Rhodosporidiobolus	Rhodosporidiobolus fluvialis
ce058a5e5227602c5431f7ba72b98cab	Eukaryota	Basidiomycota	Tremellomycetes	Filobasidiales	Piskurozymaceae	Solicoccozyma	Solicoccozyma terrea
ce09ce01a9d0d33ac3dd607da91d7515	Eukaryota	Basidiomycota	Tremellomycetes	Filobasidiales	Piskurozymaceae	Solicoccozyma	Solicoccozyma terrea
ce759d591bab474a12420f60d124955b	Eukaryota	Ascomycota	Orbiliomycetes	Orbiliales	Orbiliaceae	Orbilia	Orbilia halimi
ced12976e27a44c3a3b6bbb6e9d7237f	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Stemphylium	Stemphylium beticola
cf26b6f15d5d1a2784cb72f1a83734cc	Eukaryota	Ascomycota	Dothideomycetes	Dothideales	Dothioraceae	Dothiora	Dothiora viticola
cf6193184d4b50f363fcc969485d237d	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Stachybotryaceae	Paramyrothecium	Paramyrothecium breviseta
cfc24bb6458d444e84e6fcbbb20e4f85	Eukaryota	Mucoromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	Glomus macrocarpum
d0d9c9e2a8595ccab2ceaa7dac1720b2	Eukaryota	Basidiomycota	Agaricomycetes	Agaricales	Clavariaceae	Clavaria	Clavaria pisana
d0dbd79c0c302b97d8bf9d857b837931	Eukaryota	Ascomycota	Lecanoromycetes	Pertusariales	Megasporaceae	Circinaria	Circinaria rostamii
d13b154313182ad32cdbb9b0bc13e52b	Eukaryota	Ascomycota	Orbiliomycetes	Orbiliales	Orbiliaceae	Retiarius	Retiarius revayae
d1603863c1ef3ff3fc3b4e642b79eb61	Eukaryota	Mucoromycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Lunasporangiospora	Lunasporangiospora chienii
d17974dc59328f1f050f6962a3c8d664	Eukaryota	Basidiomycota	Tremellomycetes	Filobasidiales	Piskurozymaceae	Solicoccozyma	Solicoccozyma terricola
d1c6bdba966d0197fcc99900ba0796d2	Eukaryota	Basidiomycota	Agaricomycetes	Sebacinales	Sebacinaceae	Ditangium	Ditangium altaicum
d1d9bc058d5159a25519ad3969068dd2	Eukaryota	Chytridiomycota	Chytridiomycetes	Rhizophlyctidales	Sonoraphlyctidaceae	Sonoraphlyctis	Sonoraphlyctis ranzonii
d215fad9827700cb25c081006dcf3298	Eukaryota	Mucoromycota	Glomeromycetes	Diversisporales	Acaulosporaceae	Acaulospora	Acaulospora laevis
d290e9ddf0e58e18e8d8683c7835fba2	Eukaryota	Ascomycota	Dothideomycetes	NA	NA	Morenoina	Morenoina calamicola
d2ea8bc1f8adb64a2d798d14780f3801	Eukaryota	Chytridiomycota	Chytridiomycetes	Spizellomycetales	Spizellomycetaceae	Spizellomyces	Spizellomyces acuminatus
d36ea9f3429fac74bf393efd81b78f95	Eukaryota	Streptophyta	Bryopsida	Grimmiales	Seligeriaceae	Seligeria	Seligeria acutifolia
d4944330e6d7b6d8ccd3f4bb2018293f	Eukaryota	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Neosorocybe	Neosorocybe pini
d5069fb2b2adeaf7388f6808635fc8ea	Eukaryota	Chytridiomycota	Chytridiomycetes	Spizellomycetales	Spizellomycetaceae	Triparticalcar	Triparticalcar equi
d5ae7596d23c3c200736d543c403c46f	Eukaryota	Mucoromycota	Glomeromycetes	Glomerales	Glomeraceae	Rhizophagus	Rhizophagus prolifer
d5ae899866ca3fd3e60990eabc61da5e	Eukaryota	Ascomycota	NA	NA	NA	Pseudopenidiella	Pseudopenidiella piceae
d5f1bc111a790ff866330d651e9738b4	Eukaryota	Mucoromycota	Glomeromycetes	Glomerales	Glomeraceae	Rhizophagus	Rhizophagus prolifer
d65f94b5ecb86ed99e3e85c1dd621ecc	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Leptosphaeriaceae	Leptosphaeria	Leptosphaeria etheridgei
d66afa9221ab1cacce2bf2638d07bbed	Eukaryota	Basidiomycota	Agaricomycetes	Agaricales	Lyophyllaceae	Asterophora	Asterophora mirabilis
d6922b1a2e0f39c1e7496fbdcbfa6488	Eukaryota	Chytridiomycota	Monoblepharidomycetes	Monoblepharidales	Gonapodyaceae	Gonapodya	Gonapodya prolifera
d7470d59b97ed5d825182bf7ce8c58e4	Eukaryota	Ascomycota	Lecanoromycetes	Pertusariales	Megasporaceae	Circinaria	Circinaria rostamii
d7b067a27e6d9bc0f958600f2ff0a7d8	Eukaryota	Zoopagomycota	Zoopagomycetes	Zoopagales	Piptocephalidaceae	Piptocephalis	Piptocephalis moniliformis
d7ba13572572d5c65a35863504fd8f2d	Eukaryota	Zoopagomycota	Zoopagomycetes	Zoopagales	Piptocephalidaceae	Piptocephalis	Piptocephalis moniliformis
d7d7dd547a24c786764093dadc7bc15c	Eukaryota	Cryptomycota	NA	NA	NA	Paramicrosporidium	Paramicrosporidium saccamoebae
d827b176e6d0c3004e7a04670ec75aa7	Eukaryota	Ascomycota	Dothideomycetes	NA	NA	Anungitopsis	Anungitopsis lauri
d857d34697047e3b40b5bcffc890d6cb	Eukaryota	Basidiomycota	Microbotryomycetes	Sporidiobolales	Sporidiobolaceae	Rhodosporidiobolus	Rhodosporidiobolus poonsookiae
d8aa065b94f7b9645d9745a1ce134c15	Eukaryota	Basidiomycota	Agaricomycetes	Hymenochaetales	Hymenochaetaceae	Pyrrhoderma	Pyrrhoderma thailandicum
d925b34f5def23edf33a459cef5ecc59	Eukaryota	Ascomycota	Dothideomycetes	Botryosphaeriales	Botryosphaeriaceae	Macrophomina	Macrophomina pseudophaseolina
d96a4de0b04fba9e3b49541e7862f732	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	NA	Eriomyces	Eriomyces heveae
da37cdf7491fb98e58e64a4d3a0ff082	Eukaryota	Ascomycota	Eurotiomycetes	Chaetothyriales	Trichomeriaceae	Knufia	Knufia tsunedae
da5659cf3897c9e905a1d83c0273887f	Eukaryota	Basidiomycota	Agaricomycetes	Agaricales	Entolomataceae	Entoloma	Entoloma vindobonense
dbc3b01a02113bb0c30d5fada4898c6f	Eukaryota	Mucoromycota	Endogonomycetes	Endogonales	Endogonaceae	Jimgerdemannia	Jimgerdemannia lactiflua
dbca518e26943def5b33558560f708cb	Eukaryota	Ascomycota	Dothideomycetes	Dothideales	Dothioraceae	Hormonema	Hormonema schizolunatum
dbe4cddecb99f9363b2e4070e8d25a48	Eukaryota	Ascomycota	Sordariomycetes	Xylariales	Xylariaceae	Biscogniauxia	Biscogniauxia arima
dbebf15487b26932e86f5ab71fd9f206	Eukaryota	Basidiomycota	Microbotryomycetes	Sporidiobolales	Sporidiobolaceae	Rhodosporidiobolus	Rhodosporidiobolus poonsookiae
dbfe52fd2caeed76d97bfd47b66ff42e	Eukaryota	Basidiomycota	Agaricomycetes	Corticiales	Corticiaceae	Entomocorticium	Entomocorticium sullivanii
dc40585b653d4a2552760dfb7a2cf160	Eukaryota	Zoopagomycota	Harpellomycetes	Harpellales	Legeriomycetaceae	Zancudomyces	Zancudomyces culisetae
dd522397276a23d926a5571386f54d64	Eukaryota	Mucoromycota	Glomeromycetes	Archaeosporales	Archaeosporaceae	Archaeospora	Archaeospora ecuadoriana
dd8dff9e621cc5def7f3f9e2cd3abe74	Eukaryota	Basidiomycota	Agaricomycetes	Auriculariales	Exidiaceae	Adustochaete	Adustochaete interrupta
dda7b4328f8a432f682e73996f9d3cb0	Eukaryota	Ascomycota	Orbiliomycetes	Orbiliales	Orbiliaceae	Retiarius	Retiarius revayae
ddc29ab058713e74d86e431240393724	Eukaryota	Ascomycota	Dothideomycetes	Venturiales	Sympoventuriaceae	Sympoventuria	Sympoventuria capensis
de68310dd66720a299dde05745a1d1e7	Eukaryota	Ascomycota	Sordariomycetes	Coronophorales	Ceratostomataceae	Harzia	Harzia cameroonensis
dec8252e2d9535a61ef67cc8ae492ee9	Eukaryota	Chytridiomycota	Chytridiomycetes	Rhizophlyctidales	Borealophlyctidaceae	Borealophlyctis	Borealophlyctis paxensis
df7e0890dee147f8eadb7bcb6b496bba	Eukaryota	Ascomycota	Dothideomycetes	Venturiales	Sympoventuriaceae	Sympoventuria	Sympoventuria capensis
e0b7f1b65f64b5b2678fb7dd67a5081b	Eukaryota	Ascomycota	Sordariomycetes	Chaetosphaeriales	Chaetosphaeriaceae	Chloridium	Chloridium submersum
e0b9fd0db58c5f2c234cc9fee776b098	Eukaryota	Ascomycota	Sordariomycetes	NA	NA	Cordana	Cordana pauciseptata
e144c14b3b584ba4269a082447f21b43	Eukaryota	Chytridiomycota	Chytridiomycetes	Chytridiales	Chytridiaceae	Phlyctochytrium	Phlyctochytrium californicum
e18ba3b6ac7f31989a5df895be8dbead	Eukaryota	Ascomycota	Dothideomycetes	Venturiales	Sympoventuriaceae	Scolecobasidium	Scolecobasidium pandanicola
e1a6b3c348c915c7ecc1e33edb84ad1b	Eukaryota	Mucoromycota	Glomeromycetes	Glomerales	Glomeraceae	Rhizophagus	Rhizophagus prolifer
e1bbd1883e7552e0b5979f28ae010b35	Eukaryota	Basidiomycota	Tremellomycetes	Tremellales	Rhynchogastremataceae	Papiliotrema	Papiliotrema siamensis
e2222c1c7041a0200ea4fed4151fcb29	Eukaryota	Basidiomycota	Cystobasidiomycetes	Cystobasidiales	Cystobasidiaceae	Cystobasidium	Cystobasidium minutum
e2401ccbdaaec48877ee34498cd3b3ff	Eukaryota	Ascomycota	Eurotiomycetes	Chaetothyriales	Chaetothyriaceae	Ceramothyrium	Ceramothyrium podocarpi
e28c1f91957f5b436689e0da9ade7954	Eukaryota	Mucoromycota	Glomeromycetes	Glomerales	Glomeraceae	Funneliformis	Funneliformis mosseae
e3223a9798c009efef76893b3f51711d	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus citrisporus
e3523451c05ee75e3b58e36bf13c5273	Eukaryota	Ascomycota	Dothideomycetes	Microthyriales	NA	Pseudosoloacrosporiella	Pseudosoloacrosporiella cryptomeriae
e369b48d5b7e87507567bf7ac0e9f70f	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Lophiostomataceae	Neovaginatispora	Neovaginatispora clematidis
e454cdef497d00a4409ac2103fcc6619	Eukaryota	Mucoromycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Linnemannia	Linnemannia gamsii
e4a07a4e4a8353ffe914cb5febc00653	Eukaryota	Ascomycota	Geoglossomycetes	Geoglossales	Geoglossaceae	Glutinoglossum	Glutinoglossum heptaseptatum
e4be1d7fd54d2d285c7d31516fd408c6	Eukaryota	Ascomycota	Leotiomycetes	Helotiales	Rutstroemiaceae	Poculum	Poculum pseudosydowianum
e4c20a21a4597aec160ecccdc3a24895	Eukaryota	Ascomycota	Sordariomycetes	Diaporthales	Coryneaceae	Coryneum	Coryneum arausiacum
e54142e571de5aa3d5cde1780ba20220	Eukaryota	Basidiomycota	Tremellomycetes	Filobasidiales	Filobasidiaceae	Filobasidium	Filobasidium globosum
e5e9a6767e9ec7777c100e9065d74dfc	Eukaryota	Ascomycota	Dothideomycetes	NA	NA	Pseudoarthrographis	Pseudoarthrographis phlogis
e6466bf20b699adefd9ba37c28785b83	Eukaryota	Mucoromycota	Glomeromycetes	Glomerales	Glomeraceae	Rhizophagus	Rhizophagus irregularis
e6c3e9db3851d419b90c44cac23ac5f2	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Clavicipitaceae	Marquandomyces	Marquandomyces marquandii
e6da12b9d06c522b982b89f40aa670a1	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Corynesporascaceae	Corynespora	Corynespora encephalarti
e6ef6fc6a39581b6616037063aec94c3	Eukaryota	Ascomycota	Dothideomycetes	NA	Podonectriaceae	Podonectria	Podonectria kuwanaspidis
e6f6948f098a1fd201f0215885461097	Eukaryota	Chytridiomycota	Chytridiomycetes	Spizellomycetales	Spizellomycetaceae	Spizellomyces	Spizellomyces acuminatus
e74fd7785175e963994b29c9e68beb02	Eukaryota	Mucoromycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Linnemannia	Linnemannia schmuckeri
e78beff1770a22858c85697e046e2cdd	Eukaryota	Mucoromycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	Mortierella antarctica
e790be0c26dede658013b9720bf6b5e2	Eukaryota	Basidiomycota	Agaricomycetes	Boletales	Astraeaceae	Astraeus	Astraeus asiaticus
e7af32a738609afb02de78cdffa34dba	Eukaryota	Mucoromycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Entomortierella	Entomortierella sugadairana
e896c77195cb684c45d4a1457bac6933	Eukaryota	Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae	Leucoagaricus	Leucoagaricus sultanii
e8b62040f34ae58e3cb7c5f629d1e00f	Eukaryota	Mucoromycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Entomortierella	Entomortierella sugadairana
e90c975fea5bfe99dd606e2365449b83	Eukaryota	Basidiomycota	Agaricomycetes	Sebacinales	NA	Chaetospermum	Chaetospermum chaetosporum
e926ce913c347bb042fd5ad9197293c5	Eukaryota	Chytridiomycota	Chytridiomycetes	Rhizophydiales	Kappamycetaceae	Kappamyces	Kappamyces laurelensis
e941bd1ab8893ee127037880ed64ba29	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Clavicipitaceae	Marquandomyces	Marquandomyces marquandii
ea5ef96c1b731f43698b1a379db2ce76	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	Preussia	Preussia flanaganii
ea9bb6da3e71d24b40e9a2a01767a60d	Eukaryota	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Candolleomyces	Candolleomyces eurysporus
ec208ba7608507318debc904f69400f1	Eukaryota	Basidiomycota	Cystobasidiomycetes	NA	NA	Sakaguchia	Sakaguchia meli
ec65cb37c50444990b5f237d4bcda123	Eukaryota	Ascomycota	Dothideomycetes	Mycosphaerellales	Dissoconiaceae	Dissoconium	Dissoconium eucalypti
ec93ab7416453699f66736903e422ff9	Eukaryota	Basidiomycota	Microbotryomycetes	Sporidiobolales	Sporidiobolaceae	Rhodosporidiobolus	Rhodosporidiobolus ruineniae
eca45a84da2f713b8ba9c1e1a621c244	Eukaryota	Ascomycota	Dothideomycetes	Botryosphaeriales	Botryosphaeriaceae	Eutiarosporella	Eutiarosporella urbis-rosarum
ed318de07dd1f0f684e5f2565ebdaf28	Eukaryota	Basidiomycota	Agaricomycetes	Russulales	Russulaceae	Russula	Russula westii
ed5701a862664c9c0b26b909d06392c4	Eukaryota	Ascomycota	Sordariomycetes	Glomerellales	Glomerellaceae	Colletotrichum	Colletotrichum monsterae
ed6287e2e7ad4d518a2b6cb6b1bc9bcf	Eukaryota	Zoopagomycota	Basidiobolomycetes	Basidiobolales	Basidiobolaceae	Basidiobolus	Basidiobolus magnus
ee1627b890a3bbb01423442d47fcca78	Eukaryota	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Neosorocybe	Neosorocybe pini
ee67c1683fbfb8991591482986350efd	Eukaryota	Chytridiomycota	Chytridiomycetes	Rhizophlyctidales	Borealophlyctidaceae	Borealophlyctis	Borealophlyctis paxensis
eef017bef6bd44bb3e5de9553e08058d	Eukaryota	Ascomycota	Leotiomycetes	Helotiales	Vandijckellaceae	Vandijckella	Vandijckella johannae
eef860e5c32bff1c66820b0c829d051b	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Neoophiobolus	Neoophiobolus chromolaenae
ef06187cf925a9efc31d47b927473e46	Eukaryota	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Cladophialophora	Cladophialophora behniae
ef32209898393664de450fa379c89bfb	Eukaryota	Basidiomycota	Tremellomycetes	Tremellales	Bulleribasidiaceae	Vishniacozyma	Vishniacozyma kurtzmanii
ef7c227961c2ab5d0bcd422a6fb6805b	Eukaryota	Chytridiomycota	Chytridiomycetes	Chytridiales	Chytridiaceae	Chytridium	Chytridium olla
f00ae944f15d6ec8533b2e227430c4e6	Eukaryota	Mucoromycota	Mucoromycetes	Mucorales	Mucoraceae	Mucor	Mucor griseocyanus
f0231e204fee56edfa4af6c22342d222	Eukaryota	Mucoromycota	Glomeromycetes	Glomerales	Glomeraceae	Rhizophagus	Rhizophagus prolifer
f03e97727cd243af12f5fb950e46448a	Eukaryota	Mucoromycota	Umbelopsidomycetes	Umbelopsidales	Umbelopsidaceae	Umbelopsis	Umbelopsis dimorpha
f09ac1742ca68c19be2f997322a8de19	Eukaryota	Chytridiomycota	Monoblepharidomycetes	Monoblepharidales	Gonapodyaceae	Gonapodya	Gonapodya prolifera
f0a25bf2e7d760cfc3bfe40df8f75997	Eukaryota	Chytridiomycota	Chytridiomycetes	Spizellomycetales	Spizellomycetaceae	Spizellomyces	Spizellomyces acuminatus
f0a25e29faaa54d244c23f0cad453616	Eukaryota	Mucoromycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	Mortierella lapis
f1101c8ac75df7343dc1b5057c89bc9c	Eukaryota	Mucoromycota	Glomeromycetes	Glomerales	Glomeraceae	Rhizophagus	Rhizophagus prolifer
f17ddf2cb9fde1ba652816fe2b5aa6b7	Eukaryota	Ascomycota	Eurotiomycetes	Chaetothyriales	Trichomeriaceae	Knufia	Knufia tsunedae
f294b4143557e2bf62030b040426904d	Eukaryota	Ascomycota	Orbiliomycetes	Orbiliales	Orbiliaceae	Dactylella	Dactylella tenuifusaria
f2cf13f094904697577eada2f7a95326	Eukaryota	Mucoromycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Linnemannia	Linnemannia amoeboidea
f31a49a9283551c0861cc669172218f8	Eukaryota	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Exophiala	Exophiala lacus
f41e8ad66aa3b5052f59b7ea26215ba9	Eukaryota	Ascomycota	Dothideomycetes	Tubeufiales	Tubeufiaceae	Zaanenomyces	Zaanenomyces moderatricis-academiae
f461b909d0388816ae6a2ef538682d70	Eukaryota	Ascomycota	Leotiomycetes	Helotiales	Rutstroemiaceae	Clarireedia	Clarireedia bennettii
f465dac13577028595aa6e5bcbe18cc4	Eukaryota	Ascomycota	Eurotiomycetes	Chaetothyriales	NA	Neophaeococcomyces	Neophaeococcomyces aloes
f4ccf710f62ce3addd56e559649c94a3	Eukaryota	Ascomycota	Sordariomycetes	Sordariales	Schizotheciaceae	Echria	Echria gigantospora
f549e34de4d49ec3cf6a8ee6081ace1e	Eukaryota	Ascomycota	Orbiliomycetes	Orbiliales	Orbiliaceae	Orbilia	Orbilia tremulae
f550d4717a18e8f97c71c9db7ddd9ef9	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	Penicillium paraherquei
f5fcd39cb4d84fc1dee7423bbad03e08	Eukaryota	Basidiomycota	Agaricomycetes	Cantharellales	NA	Minimedusa	Minimedusa polyspora
f6758e7285d33212ebab5fcbf4cff6c6	Eukaryota	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae	Trametes	Trametes sanguinea
f6aac75fda41b0d6bd606b8a4084141c	Eukaryota	Ascomycota	Dothideomycetes	Botryosphaeriales	Melanopsaceae	Melanops	Melanops tulasnei
f6bbe3dc824bb810a32f9bafa115aff2	Eukaryota	Mucoromycota	Glomeromycetes	Diversisporales	Acaulosporaceae	Acaulospora	Acaulospora entreriana
f71457ae905eb435be8d77a91d8d678d	Eukaryota	Mucoromycota	Glomeromycetes	Archaeosporales	Archaeosporaceae	Archaeospora	Archaeospora ecuadoriana
f723380e31f49b3a7e8b1b70c03c8519	Eukaryota	Mucoromycota	Glomeromycetes	Diversisporales	Acaulosporaceae	Acaulospora	Acaulospora entreriana
f784c3b938ec99882158fa90e19163ff	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Melanommataceae	Melanodiplodia	Melanodiplodia tianschanica
f78cebcffb4cb6c053cf5d9680b88b0f	Eukaryota	Ascomycota	Leotiomycetes	Helotiales	Rutstroemiaceae	Poculum	Poculum pseudosydowianum
f7f0e6e2a01560d573112038906b647d	Eukaryota	Ascomycota	Leotiomycetes	Phacidiales	NA	Collophorina	Collophorina rubra
f8bf4bc911554559de706a939253cf6e	Eukaryota	Ascomycota	Leotiomycetes	Leotiales	Tympanidaceae	Aotearoamyces	Aotearoamyces nothofagi
f91080c1da78f60244be5902c00abe78	Eukaryota	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Parasola	Parasola megasperma
f9681e936aa9c60354a50360376e28f0	Eukaryota	Basidiomycota	Tremellomycetes	Tremellales	Bulleribasidiaceae	Vishniacozyma	Vishniacozyma victoriae
fa280def9f65014e0bd93931cb2ad69a	Eukaryota	Basidiomycota	Agaricomycetes	Agaricales	Inocybaceae	Inocybe	Inocybe lavandulochlora
faef2369abeb8c46996ee8316346339e	Eukaryota	Basidiomycota	Agaricomycetes	Polyporales	Postiaceae	Postia	Postia crassicontexta
faf0866cc7bcaa3883f993a5d806a555	Eukaryota	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	Tomentella	Tomentella tedersooi
fc3474440a0b9c8d45f964d0b78d0a95	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Sclerostagonospora	Sclerostagonospora elegiae
fc8df9ced7ab87cda93d7322ce5a91b1	Eukaryota	Chytridiomycota	Monoblepharidomycetes	Monoblepharidales	NA	Hyaloraphidium	Hyaloraphidium curvatum
fd02e16be5ce437a7d3de8b73b3b7cc4	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	NA	Antealophiotrema	Antealophiotrema brunneosporum
fdb5265e1874b13794ec9e4d40da2644	Eukaryota	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Cladophialophora	Cladophialophora nyingchiensis
fe0d0838d17fa5c5dd7d3b641a1843d4	Eukaryota	Basidiomycota	Agaricomycetes	Polyporales	Postiaceae	Postia	Postia crassicontexta
fe3532ad063b0901007dc050a9b7f3ef	Eukaryota	Ascomycota	Orbiliomycetes	Orbiliales	Orbiliaceae	Hyalorbilia	Hyalorbilia oviparasitica
fe55321ee812e6e7b250feea9207f3ce	Eukaryota	Basidiomycota	Agaricomycetes	Amylocorticiales	Amylocorticiaceae	Podoserpula	Podoserpula pusio
fe97104ddd1d0738fead27257ac9dc6c	Eukaryota	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Psathyrella	Psathyrella merdicola
fec5b3d3cad72c3378e1f2808fc41219	Eukaryota	Streptophyta	Bryopsida	Grimmiales	Seligeriaceae	Seligeria	Seligeria acutifolia
fee35702f6b059057cfd88699ea3b75c	Eukaryota	Mucoromycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	Mortierella rostafinskii
ff4967f299c2ae0097ade61968f73fa0	Eukaryota	Zoopagomycota	Zoopagomycetes	Zoopagales	Piptocephalidaceae	Piptocephalis	Piptocephalis moniliformis
ffac6f5fa562ac29a28a0b9d730f79b0	Eukaryota	Ascomycota	Sordariomycetes	Coronophorales	Ceratostomataceae	Dactylidispora	Dactylidispora singaporensis
